,Unnamed: 0,nconst,Nom,birthYear,deathYear,commeRealisateur,commeActeur
11770,11770,nm0268626,Nadia Farès,1968,\N,pas_de_film,"tt0228786,tt0228786,tt0280990,tt0800367,tt0109721,tt0112874,tt0119034"
11771,11771,nm1142605,Eimei Sasaki,1948,\N,pas_de_film,tt0228853
11772,11772,nm1340589,Masahiro Saito,1942,2018,pas_de_film,tt0228853
11773,11773,nm0848978,Fudeko Tanaka,1913,\N,pas_de_film,tt0228853
11774,11774,nm0592257,Arlette Mirapeu,\N,\N,pas_de_film,tt0229664
11775,11775,nm0156849,Philippe Cheytion,\N,\N,pas_de_film,tt0229664
11776,11776,nm0901240,François Voisin,\N,\N,pas_de_film,tt0229664
11777,11777,nm0123553,Corey Burton,1955,\N,pas_de_film,"tt0230011,tt0280030"
11778,11778,nm0310865,Julie Gayet,1972,\N,pas_de_film,"tt0230098,tt0292720,tt0778784,tt0920473,tt1594534,tt4926822,tt0108674,tt0116069,tt0117815,tt0119617,tt0120563,tt0162556,tt0166308,tt0205307,tt0208349,tt0279494,tt0305777,tt0383254,tt0400868,tt0436216,tt0462690,tt11060092,tt1119133,tt11557872,tt1239429,tt1318061,tt14103734,tt1754455,tt1821489,tt2153905,tt2404163,tt2571540,tt4531006,tt5236110,tt7419278"
11779,11779,nm0059817,Alain Bashung,1947,2009,pas_de_film,"tt0230098,tt0102790,tt0105342,tt0110417,tt0206151,tt0211534,tt0258923,tt0260036,tt0260252,tt0362059"
11780,11780,nm0543738,Carol Mansell,1946,\N,pas_de_film,tt0230169
11781,11781,nm0150744,Sally Champlin,\N,\N,pas_de_film,tt0230169
11782,11782,nm0542635,Alakina Mann,1990,\N,pas_de_film,tt0230600
11783,11783,nm0314524,Greg Germann,1958,\N,pas_de_film,"tt0230838,tt0279889,tt1648179,tt18083578"
11784,11784,nm0609662,Anna Mouglalis,1978,\N,pas_de_film,"tt0232083,tt0291392,tt0310313,tt0418110,tt0418110,tt0827713,tt1023441,tt2511670,tt3152602,tt6186696,tt0280882,tt0388012,tt21257212,tt26006816,tt27907969,tt3562014,tt3872918"
11785,11785,nm0667416,Rodolphe Pauly,1979,\N,pas_de_film,tt0232083
11786,11786,nm0649342,Alessio Orano,1945,\N,pas_de_film,tt0232114
11787,11787,nm0784526,Joe Sentieri,1925,2007,pas_de_film,tt0232114
11788,11788,nm0363857,Frank Harper,1962,\N,pas_de_film,"tt0232632,tt0246134,tt1447972,tt1727816"
11789,11789,nm0069711,Lucas Belvaux,1961,\N,"tt0233418,tt0234940,tt1430110,tt1817286,tt3489470,tt6144536,tt0105098,tt0119927,tt0233230,tt0454536,tt10307922","tt0233418,tt0446707,tt0080355,tt0089312,tt0089312,tt0090986,tt0098514,tt0233230,tt0250946,tt0454536"
11790,11790,nm0144126,Stefano Cassetti,1974,\N,pas_de_film,"tt0234041,tt0982867,tt12223594,tt2194607"
11791,11791,nm0494066,Isild Le Besco,1982,\N,"tt0391919,tt0494045,tt12887664,tt1707198,tt5677324","tt0234041,tt0407342,tt3478962,tt0239507,tt0239507,tt0422072,tt0436091,tt0451673,tt0810077,tt0910935,tt1528224,tt1695990,tt5677324"
11792,11792,nm0217280,Patrick Dell'Isola,1962,2022,pas_de_film,"tt0234041,tt0209280,tt0286917,tt0356863"
11793,11793,nm0019554,Viviana Aliberti,\N,\N,pas_de_film,tt0234041
11794,11794,nm0001767,Imelda Staunton,1956,\N,pas_de_film,"tt0234570,tt0245407,tt0383694,tt0463998,tt1127896,tt1687901,tt3169706,tt4538916,tt5822536,tt8337264"
11795,11795,nm0446392,Frank Kelly,1938,2016,pas_de_film,tt0234570
11796,11796,nm0754734,Craig Sabin,\N,\N,pas_de_film,tt0234748
11797,11797,nm0402168,Mary Huner,\N,\N,pas_de_film,"tt0234748,tt0234748"
11798,11798,nm0581235,T.J. Merrick,\N,\N,pas_de_film,tt0234748
11799,11799,nm0066763,Bibiana Beglau,1971,\N,pas_de_film,"tt0234805,tt0411702"
11800,11800,nm0472277,Richard Kropf,1979,\N,pas_de_film,tt0234805
11801,11801,nm0943487,Martin Wuttke,1962,\N,pas_de_film,tt0234805
11802,11802,nm0880167,Nadja Uhl,1972,\N,pas_de_film,"tt0234805,tt0325713,tt0477877,tt1242543"
11803,11803,nm0443713,Ayelet Kaznelson,\N,\N,pas_de_film,tt0234853
11804,11804,nm0385682,John Hines,\N,\N,pas_de_film,tt0234853
11805,11805,nm0087373,John Harrington Bland,1968,\N,pas_de_film,tt0234853
11806,11806,nm0603586,François Morel,1959,\N,pas_de_film,"tt0234940,tt0315152,tt0792992,tt1355638,tt3811986,tt0116271,tt0118593,tt0119662,tt0119662,tt0204693,tt0205505,tt0462690,tt0889606,tt1064951,tt1576443,tt1671584,tt1754946,tt26218928,tt2630162,tt4875774"
11807,11807,nm0793402,Eihi Shiina,1976,\N,pas_de_film,"tt0235198,tt1183732,tt1653913"
11808,11808,nm0768017,Tetsu Sawaki,1982,\N,pas_de_film,tt0235198
11809,11809,nm0454955,Kent King,\N,\N,pas_de_film,tt0235553
11810,11810,nm0345336,Charles Guardino,1939,\N,pas_de_film,tt0235553
11811,11811,nm0190189,Shireen Crutchfield,1970,\N,pas_de_film,tt0235553
11812,11812,nm1433660,Tom Fisher,1968,\N,pas_de_film,"tt0235618,tt0235618,tt7984766"
11813,11813,nm0560806,Tony Maudsley,1968,\N,pas_de_film,tt0235618
11814,11814,nm0620090,Yukie Nakama,1979,\N,pas_de_film,"tt0235712,tt0475723,tt3178174"
11815,11815,nm0906711,Takeshi Wakamatsu,1950,\N,pas_de_film,tt0235712
11816,11816,nm0004965,Adam Goldberg,1970,\N,tt0322700,"tt0235737,tt0251127,tt0841044,tt1132193,tt4902716"
11817,11817,nm0574296,Kris McQuade,1952,\N,pas_de_film,tt0236019
11818,11818,nm0098123,Simon Bossell,\N,\N,pas_de_film,tt0236019
11819,11819,nm0005346,Tara Reid,1975,\N,pas_de_film,"tt0236348,tt0283111,tt0329162"
11820,11820,nm0799777,J.K. Simmons,1955,\N,pas_de_film,"tt0236493,tt0335245,tt1095174,tt12610390,tt12724306,tt14948432,tt1613062,tt2140479,tt2355495,tt2582802,tt27403986,tt2822672,tt3783958,tt4501454,tt4572514,tt4662420,tt4729430,tt4995540,tt5657712,tt7074886,tt8417168,tt8456190,tt8688634,tt9484998,tt9777666"
11821,11821,nm0536134,Licia Maglietta,1954,\N,pas_de_film,tt0237539
11822,11822,nm0061484,Giuseppe Battiston,1968,\N,pas_de_film,"tt0237539,tt0887732,tt1093382,tt4901306"
11823,11823,nm0199840,Beau Daniels,\N,\N,pas_de_film,tt0237572
11824,11824,nm0005535,Estella Warren,1978,\N,pas_de_film,"tt0238137,tt0366598,tt0385969,tt0417751"
11825,11825,nm0603413,Marguerite Moreau,1977,\N,pas_de_film,"tt0238546,tt0991174"
11826,11826,nm0219748,Catherine Dent,\N,\N,pas_de_film,tt0238552
11827,11827,nm0571565,Lewis McKenzie,\N,\N,pas_de_film,tt0238660
11828,11828,nm0587950,Ben Miller,1966,\N,pas_de_film,"tt0238660,tt0337697,tt2725962,tt6921996"
11829,11829,nm0516222,Luigi Lo Cascio,1967,\N,pas_de_film,"tt0238891,tt0346336,tt0377569,tt0443446,tt12585254,tt1971514,tt3561348"
11830,11830,nm0123309,Luigi Maria Burruano,1945,2017,pas_de_film,tt0238891
11831,11831,nm0765006,Lucia Sardo,1952,\N,pas_de_film,tt0238891
11832,11832,nm0109277,Paolo Briguglia,1974,\N,pas_de_film,"tt0238891,tt0329042,tt0377569"
11833,11833,nm0386472,Emile Hirsch,1985,\N,pas_de_film,"tt0238924,tt0265208,tt0283530,tt0355702,tt0426883,tt0758758,tt0811080,tt1013753,tt1091191,tt1158939,tt13698942,tt1396226,tt1726669,tt2195548,tt3704298,tt4662420,tt5624466,tt7131622,tt8226892,tt8781414"
11834,11834,nm0344196,Gary Grubbs,1949,\N,pas_de_film,"tt0238948,tt1763264"
11835,11835,nm0630686,Valerie Niehaus,1974,\N,pas_de_film,tt0239406
11836,11836,nm0404587,Xaver Hutter,1976,\N,pas_de_film,tt0239406
11837,11837,nm0625001,Alexandra Neldel,1976,\N,pas_de_film,"tt0239406,tt5746054"
11838,11838,nm0360628,Simone Hanselmann,1979,\N,pas_de_film,tt0239406
11839,11839,nm0770914,Tobias Schenke,1981,\N,pas_de_film,tt0239450
11840,11840,nm0825398,Axel Stein,1982,\N,pas_de_film,"tt0239450,tt28301898"
11841,11841,nm0375631,Luise Helm,1983,\N,pas_de_film,tt0239450
11842,11842,nm0849180,Mina Tander,1979,\N,pas_de_film,tt0239450
11843,11843,nm0559696,Yasuko Matsuyuki,1972,\N,pas_de_film,"tt0239655,tt0970472"
11844,11844,nm0288271,Hélène de Fougerolles,1973,\N,pas_de_film,"tt0239670,tt0239670,tt0242994,tt0305568,tt1146320,tt0120799,tt0433020,tt0498125,tt1064980,tt1264912,tt1559322"
11845,11845,nm0001605,Amanda Peet,1972,\N,pas_de_film,"tt0239948,tt0309698,tt0327247,tt0337741,tt0365737,tt0391304,tt0415965,tt0443701,tt0458364,tt1133991,tt1190080,tt2024432"
11846,11846,nm0050165,Penny Balfour,\N,\N,pas_de_film,"tt0239986,tt0940656,tt28591750"
11847,11847,nm0132732,Michael Leydon Campbell,\N,\N,pas_de_film,tt0239986
11848,11848,nm0746085,Jean-Paul Roussillon,1931,2009,pas_de_film,"tt0240149,tt0993789,tt0083255,tt0260185,tt0291259,tt0353400,tt0450890"
11849,11849,nm0682692,Frédéric Pierrot,1960,\N,pas_de_film,"tt0240149,tt0378661,tt12444426,tt1668200,tt2752200,tt2929652,tt4428800,tt0103992,tt0109436,tt0184878,tt0217132,tt0233241,tt0254324,tt0269228,tt0386301,tt0463393,tt1744826,tt2821648"
11850,11850,nm0249006,Shane Edelman,\N,\N,pas_de_film,tt0240402
11851,11851,nm0608187,Mercedes Morán,1955,\N,pas_de_film,"tt0240419,tt0300270,tt0318462,tt0356487,tt4698584,tt8405810"
11852,11852,nm0096559,Graciela Borges,1941,\N,pas_de_film,"tt0240419,tt8453986"
11853,11853,nm0049559,Leonora Balcarce,1978,\N,pas_de_film,"tt0240419,tt0836683"
11854,11854,nm0644203,Steve Oedekerk,1961,\N,"tt0112281,tt0119807,tt0240468,tt0414853",tt0240468
11855,11855,nm0497735,Leo Lee,\N,\N,pas_de_film,tt0240468
11856,11856,nm1320601,Mohamed Bouich,\N,\N,pas_de_film,tt0240510
11857,11857,nm0005256,Bridget Moynahan,1971,\N,pas_de_film,"tt0240890,tt0292506,tt0343818,tt0399295,tt0450340,tt0493949,tt1217613,tt2390283"
11858,11858,nm0551853,Robert B. Martin Jr.,\N,\N,pas_de_film,tt0240900
11859,11859,nm0781981,Jason Segel,1980,\N,pas_de_film,"tt0240900,tt0800039,tt1155056,tt1195478,tt1204342,tt1284575,tt1323594,tt15033192,tt1588334,tt1956620,tt2201261,tt5155780,tt9608818"
11860,11860,nm0549535,Michael C. Maronna,1977,\N,pas_de_film,tt0240900
11861,11861,nm0304801,Romola Garai,1982,\N,pas_de_film,"tt0241025,tt0300015,tt0338096,tt0386741,tt0454776,tt0783767,tt0974613,tt10062338,tt10370380,tt11009666,tt1319694,tt1709143"
11862,11862,nm0700856,James Purefoy,1964,\N,pas_de_film,"tt0241025,tt0306892,tt0970452,tt10373344,tt1233301,tt1648186,tt3181776,tt3958780"
11863,11863,nm0453589,Kim Gyu-ri,1979,\N,pas_de_film,"tt0241073,tt0269266,tt0415689"
11864,11864,nm0950912,Yun Ji-hye,1979,\N,pas_de_film,tt0241073
11865,11865,nm1059153,Park Jin-hee,1978,\N,pas_de_film,tt0241073
11866,11866,nm0158763,Choi Kang-hee,1977,\N,pas_de_film,tt0241073
11867,11867,nm0705356,Daniel Radcliffe,1989,\N,pas_de_film,"tt0241527,tt0295297,tt0304141,tt0330373,tt0373889,tt0417741,tt0926084,tt1201607,tt1311071,tt1486834,tt1528071,tt1596365,tt17076046,tt1976009,tt3758172,tt4034354,tt4781612,tt5797184,tt6338476,tt6902676"
11868,11868,nm0342488,Rupert Grint,1988,\N,pas_de_film,"tt0241527,tt0295297,tt0304141,tt0330373,tt0373889,tt0417741,tt0446687,tt0926084,tt1201607,tt1235189,tt1248971,tt2718440"
11869,11869,nm0914612,Emma Watson,1990,\N,pas_de_film,"tt0241527,tt0295297,tt0304141,tt0330373,tt0373889,tt0417741,tt0420238,tt0926084,tt1201607,tt1659337,tt1959490,tt2132285,tt2771200,tt3281548,tt3319920,tt4005402,tt4287320"
11870,11870,nm0702809,DJ Qualls,1978,\N,pas_de_film,"tt0241760,tt3226786,tt5173032"
11871,11871,nm0221046,Zooey Deschanel,1980,\N,pas_de_film,"tt0241760,tt0252684,tt0319343,tt0371724,tt0398808,tt0423294,tt0949731,tt1022603,tt10245106,tt1068680,tt1609486,tt1637706,tt1679335,tt3164256,tt3687304"
11872,11872,nm0167649,Kim Coates,1958,\N,pas_de_film,"tt0242150,tt0904127,tt1037222,tt11209212,tt1220634,tt1542768,tt2083379,tt2854894,tt5205210"
11873,11873,nm0005313,Bijou Phillips,1980,\N,pas_de_film,"tt0242193,tt0285175,tt0498353"
11874,11874,nm0001540,Rachel Miner,1980,\N,pas_de_film,"tt0242193,tt1234541,tt1790869"
11875,11875,nm0261695,María Esteve,1974,\N,pas_de_film,"tt0242285,tt0446312"
11876,11876,nm0171630,Adrià Collado,1972,\N,pas_de_film,"tt0242285,tt0460485"
11877,11877,nm0004950,Jennifer Garner,1972,\N,pas_de_film,"tt0242423,tt0287978,tt0337563,tt0395495,tt0431197,tt0467406,tt0790636,tt0821640,tt1058017,tt1334512,tt1349451,tt14227048,tt1462769,tt1698641,tt1772288,tt2223990,tt2463208,tt3179568,tt4257926,tt4383594,tt5164432,tt5195412,tt6428676,tt6850820,tt8521876"
11878,11878,nm0004993,Desmond Harrington,1976,\N,pas_de_film,"tt0242527,tt0288477,tt0295700,tt0328077,tt1042497,tt1072438"
11879,11879,nm0110689,Daniel Brocklebank,1979,\N,pas_de_film,tt0242527
11880,11880,nm0289114,Laurence Fox,1978,\N,pas_de_film,"tt0242527,tt0286306"
11881,11881,nm0200452,Paul Dano,1984,\N,tt5929754,"tt0242587,tt0455323,tt0469494,tt0469494,tt0903657,tt11097384,tt1276104,tt1361313,tt13957560,tt14208870,tt1518812,tt1839492,tt3967856,tt4034354"
11882,11882,nm0022883,Bruce Altman,1955,\N,pas_de_film,"tt0242587,tt0325805,tt0800240"
11883,11883,nm0443004,Billy Kay,1985,\N,pas_de_film,tt0242587
11884,11884,nm0005599,Jérémie Elkaïm,1978,\N,tt10945158,"tt0242795,tt1931470,tt4428800,tt4776964,tt5698496,tt7534150,tt10384908,tt11058214,tt1483778,tt1483778,tt1483778,tt1784361,tt2361110,tt3188750,tt3728130,tt3854802,tt5029642,tt7439512"
11885,11885,nm0721469,Dominique Reymond,1957,\N,pas_de_film,"tt0242795,tt0926763,tt18550220,tt23049206,tt0107652,tt0118201,tt0119827,tt0210167,tt0384389,tt1298828,tt2248955,tt6777422,tt8198926"
11886,11886,nm0199215,Hugh Dancy,1975,\N,pas_de_film,"tt0242888,tt0327679,tt0397044,tt0420901,tt0866437,tt1093908,tt1185836,tt1435513,tt6107548"
11887,11887,nm0059974,Marianne Basler,1964,\N,pas_de_film,"tt0242994,tt0419773,tt0088717,tt0089935,tt0093641,tt0098365,tt0099344,tt0100315,tt0101470,tt0165695,tt0173602,tt0176519,tt12656656,tt5562190,tt6906318,tt7459320,tt7484546"
11888,11888,nm1085025,Trevor Jack Brooks,\N,\N,pas_de_film,tt0243017
11889,11889,nm1085951,Lorelei Linklater,1994,\N,pas_de_film,tt0243017
11890,11890,nm0269002,Faudel,1978,\N,pas_de_film,tt0243135
11891,11891,nm0767710,Eric Savin,\N,\N,pas_de_film,"tt0243135,tt11686490,tt1600701,tt0107651,tt0292099,tt0409678,tt0454602"
11892,11892,nm0078605,Nathalie Besançon,1965,\N,pas_de_film,"tt0243135,tt0296547"
11893,11893,nm0714378,Anaïs Reboux,1987,\N,pas_de_film,tt0243255
11894,11894,nm0581953,Roxane Mesquida,\N,\N,pas_de_film,"tt0243255,tt0304678,tt0437526,tt0450843,tt1523483,tt1612774,tt15834708,tt4315174"
11895,11895,nm0211144,Libero De Rienzo,1977,2021,pas_de_film,"tt0243255,tt0289432,tt1272011,tt2357461"
11896,11896,nm0005538,Barry Watson,1974,\N,pas_de_film,"tt0243554,tt1670269"
11897,11897,nm0442808,Tomoko Kawakami,1970,2011,pas_de_film,tt0243558
11898,11898,nm0297167,Yuriko Fuchizaki,1968,\N,pas_de_film,tt0243558
11899,11899,nm0032334,Leah Applebaum,\N,\N,pas_de_film,"tt0243558,tt0243558"
11900,11900,nm0174064,O'Neal Compton,1951,2019,pas_de_film,tt0243595
11901,11901,nm0573223,Ciarán McMenamin,1975,\N,pas_de_film,tt0243609
11902,11902,nm0835016,Mark Strong,1963,\N,pas_de_film,"tt0243609,tt0448115,tt0758774,tt0988045,tt11212572,tt1340800,tt15255288,tt1540133,tt1684233,tt1701210,tt1715336,tt1726592,tt1790885,tt2078552,tt22874848,tt3381008,tt3922798,tt4540710,tt4649466,tt4703048,tt6474040"
11903,11903,nm0795290,Michael Showalter,1970,\N,"tt0401244,tt5462602,tt7775720,tt8851668,tt9115530,tt9466114","tt0243655,tt0243655,tt0401244"
11904,11904,nm0050749,Juan José Ballesta,1987,\N,pas_de_film,"tt0243794,tt0461894,tt12703292,tt1417582"
11905,11905,nm0303580,Pablo Galán,1986,\N,pas_de_film,tt0243794
11906,11906,nm0319850,Alberto Jiménez,\N,\N,pas_de_film,tt0243794
11907,11907,nm0608210,Manuel Morón,1956,\N,pas_de_film,"tt0243794,tt0456111,tt1242422,tt5517438"
11908,11908,nm0594497,Aoi Miyazaki,1985,\N,pas_de_film,"tt0243889,tt0471834,tt0493247,tt0872022,tt2140203,tt4272866,tt4384088"
11909,11909,nm0594515,Masaru Miyazaki,1983,\N,pas_de_film,tt0243889
11910,11910,nm0756874,Yôichirô Saitô,1972,\N,pas_de_film,"tt0243889,tt1016205"
11911,11911,nm0004990,Angie Harmon,1972,\N,pas_de_film,"tt0243931,tt0313911,tt0415778"
11912,11912,nm0855754,Boris Terral,1969,\N,pas_de_film,"tt0244173,tt0198854"
11913,11913,nm0256472,Colette Emmanuelle,\N,\N,pas_de_film,tt0244173
11914,11914,nm0906617,Liam Waite,1971,\N,pas_de_film,tt0244196
11915,11915,nm0014718,Norman Anstey,\N,\N,pas_de_film,tt0244196
11916,11916,nm0526839,Luo Yan,\N,\N,pas_de_film,tt0244709
11917,11917,nm0961684,Sau Shek,1950,\N,pas_de_film,tt0244709
11918,11918,nm0158626,John Cho,1972,\N,pas_de_film,"tt0244709,tt0366551,tt0481536,tt1268799,tt2024432,tt24577462,tt2597804,tt5562070,tt5990474,tt7668870"
11919,11919,nm0190206,Abigail Cruttenden,1968,\N,pas_de_film,tt0245046
11920,11920,nm1130277,Charlotte McDougall,\N,\N,pas_de_film,tt0245046
11921,11921,nm0051826,Richard Banel,1988,\N,pas_de_film,tt0245090
11922,11922,nm0381499,Liam Hess,1992,\N,pas_de_film,tt0245090
11923,11923,nm0348697,Scott Gurney,1972,\N,pas_de_film,tt0245115
11924,11924,nm0192181,Michael Cunio,\N,\N,pas_de_film,tt0245115
11925,11925,nm0206571,Roxanne Day,1973,\N,pas_de_film,tt0245115
11926,11926,nm0624510,Taylor Negron,1957,2015,pas_de_film,tt0245115
11927,11927,nm0270451,Brendan Fehr,1977,\N,pas_de_film,"tt0245120,tt0385057"
11928,11928,nm0005232,Izabella Miko,1981,\N,pas_de_film,"tt0245120,tt1590950,tt3257692,tt3257692"
11929,11929,nm0014261,Jouko Ahola,1970,\N,pas_de_film,"tt0245171,tt1388402"
11930,11930,nm1139465,Anna Gourari,1972,\N,pas_de_film,tt0245171
11931,11931,nm0998941,Christo Jivkov,1975,2023,pas_de_film,"tt0245276,tt0335345,tt3078296"
11932,11932,nm0973217,Sergio Grammatico,\N,\N,pas_de_film,tt0245276
11933,11933,nm0973690,Dimitar Rachkov,1972,\N,pas_de_film,tt0245276
11934,11934,nm0973194,Fabio Giubbani,\N,\N,pas_de_film,tt0245276
11935,11935,nm0151250,Anna Chancellor,1965,\N,pas_de_film,"tt0245407,tt0309987,tt7455076"
11936,11936,nm0234910,Kenny Doughty,1975,\N,pas_de_film,"tt0245407,tt0407536"
11937,11937,nm0153738,Daveigh Chase,1990,\N,pas_de_film,"tt0245429,tt0245429,tt0275847"
11938,11938,nm0305558,Gael García Bernal,1978,\N,tt0773318,"tt0245574,tt0245712,tt0275491,tt0275491,tt0275491,tt0288869,tt0313196,tt0318462,tt0326835,tt0354899,tt0396688,tt0405393,tt0449467,tt0765469,tt0861689,tt0861689,tt0892318,tt1038043,tt10954652,tt1422032,tt14954534,tt1695405,tt2059255,tt2380307,tt3147312,tt4698584,tt6760876,tt8800266,tt15783304"
11939,11939,nm1004635,Ana López Mercado,1981,\N,pas_de_film,tt0245574
11940,11940,nm0002436,Shannon Elizabeth,1973,\N,pas_de_film,"tt0245674,tt0246989,tt0252866,tt0446676"
11941,11941,nm0199590,Brittany Daniel,1976,\N,pas_de_film,"tt0245686,tt0439544"
11942,11942,nm0248408,Emilio Echevarría,1944,2025,pas_de_film,"tt0245712,tt0318974,tt4569240"
11943,11943,nm0865949,Goya Toledo,1969,\N,pas_de_film,tt0245712
11944,11944,nm0346270,Álvaro Guerrero,\N,\N,pas_de_film,tt0245712
11945,11945,nm0454809,Jaime King,1979,\N,pas_de_film,"tt0245803,tt0245803,tt0269483,tt0760187,tt0869152,tt1179891,tt1434435,tt1731701,tt2347497"
11946,11946,nm0497415,Hyo-jeong Lee,1983,\N,pas_de_film,tt0245837
11947,11947,nm0158648,Cho Seung-woo,1980,\N,pas_de_film,"tt0245837,tt0348568,tt0448621,tt1465518"
11948,11948,nm0453696,Seong-nyeo Kim,\N,\N,pas_de_film,tt0245837
11949,11949,nm0497629,Lee Jung-hun,1970,\N,pas_de_film,tt0245837
11950,11950,nm1072611,JB Blanc,1969,\N,pas_de_film,"tt0245844,tt1891769,tt1891769"
11951,11951,nm0177267,Ron Cook,1948,\N,pas_de_film,tt0246134
11952,11952,nm0626362,James Nesbitt,1965,\N,pas_de_film,"tt0246134,tt0280491,tt0366777,tt1238291,tt1248971,tt3134422"
11953,11953,nm0604331,Michèle Moretti,1940,\N,pas_de_film,"tt0246135,tt1711484,tt0064794,tt0118658,tt0122547,tt0188194,tt0207460,tt0295179"
11954,11954,nm0969979,Karen Puig,\N,\N,pas_de_film,tt0246135
11955,11955,nm0047623,Pierre Baillot,\N,\N,pas_de_film,"tt0246135,tt0066192"
11956,11956,nm0005454,Scott Speedman,1975,\N,pas_de_film,"tt0246404,tt0279331,tt0314412,tt0320691,tt0401855,tt0482606,tt0497323,tt10339052,tt11950888,tt14549466,tt1709654,tt2326612,tt2355495,tt2691734"
11957,11957,nm0005527,Sofía Vergara,1972,\N,pas_de_film,"tt0246404,tt0409043,tt2237324,tt2258345,tt2967224"
11958,11958,nm0003596,Barry Papick,\N,\N,pas_de_film,tt0246404
11959,11959,nm0683253,Rosamund Pike,1979,\N,pas_de_film,"tt0246460,tt0419706,tt0488120,tt0790724,tt0986263,tt1213663,tt1423894,tt1626146,tt1634122,tt1646987,tt17351924,tt1833116,tt2267998,tt2368254,tt2725962,tt2948790,tt3296908,tt3387266,tt5478478,tt6017756,tt9893250"
11960,11960,nm0853559,Teah,1978,\N,pas_de_film,tt0246498
11961,11961,nm0718348,Michelle Reis,1970,\N,pas_de_film,tt0246498
11962,11962,nm0452821,Kôji Kikkawa,1965,\N,pas_de_film,tt0246498
11963,11963,nm0645237,Mitsuhiro Oikawa,1969,\N,pas_de_film,tt0246498
11964,11964,nm0651660,Holmes Osborne,1947,\N,pas_de_film,tt0246578
11965,11965,nm0320969,Remo Girone,1948,\N,pas_de_film,"tt0246677,tt1544608,tt1582207"
11966,11966,nm0248254,Eriq Ebouaney,1967,\N,pas_de_film,"tt0246765,tt0445953,tt10092752,tt1183276,tt1821362,tt0351741,tt0422963,tt0899129,tt2174084,tt5175274,tt7177156"
11967,11967,nm0467846,Maka Kotto,1961,\N,pas_de_film,"tt0246765,tt0101470,tt0108305,tt0238867,tt0262676"
11968,11968,nm0816380,Théophile Sowié,1960,2021,pas_de_film,"tt0246765,tt0292895"
11969,11969,nm0311476,Martina Gedeck,1961,\N,pas_de_film,"tt0246772,tt0405094,tt0430051,tt0765432,tt1399655,tt1519245,tt1745686,tt2215221,tt2762122,tt0765263"
11970,11970,nm0283815,Maxime Foerste,1991,\N,pas_de_film,tt0246772
11971,11971,nm0957178,August Zirner,1956,\N,pas_de_film,"tt0246772,tt19287686"
11972,11972,nm0064144,Chris Beattie,\N,\N,pas_de_film,tt0246875
11973,11973,nm0572181,Greg McLane,1982,\N,pas_de_film,tt0246875
11974,11974,nm0362532,Charlie Hardwick,1960,\N,pas_de_film,tt0246875
11975,11975,nm0926605,Tracy Whitwell,\N,\N,pas_de_film,tt0246875
11976,11976,nm0764445,Horatio Sanz,1969,\N,pas_de_film,tt0246989
11977,11977,nm0307638,Olatz López Garmendia,\N,\N,pas_de_film,tt0247196
11978,11978,nm0331516,Ryan Gosling,1980,\N,tt2366608,"tt0247199,tt0264935,tt0301976,tt0332280,tt0371257,tt0468489,tt0488120,tt0780504,tt0805564,tt1120985,tt1124035,tt1175709,tt1213641,tt1321870,tt1517268,tt1570728,tt1596363,tt1602613,tt1649418,tt1684562,tt1817273,tt1856101,tt2062700,tt3783958,tt3799694"
11979,11979,nm1092222,Peter Meadows,\N,\N,pas_de_film,tt0247199
11980,11980,nm0226813,Garret Dillahunt,\N,\N,pas_de_film,"tt0247199,tt0844708,tt1244658,tt1399683,tt19244260,tt2066176,tt22773644,tt2396721,tt25947954,tt2597768,tt2980472,tt4998632,tt5001754,tt5723286"
11981,11981,nm0280541,Jim Fitzpatrick,\N,\N,tt0994917,"tt0247254,tt0994917"
11982,11982,nm0448827,Peter Kent,1957,\N,pas_de_film,tt0247419
11983,11983,nm0201857,Ricardo Darín,1957,\N,pas_de_film,"tt0247586,tt0292542,tt0320042,tt0420509,tt0995829,tt10384744,tt1305806,tt15301048,tt1542852,tt1705786,tt1945034,tt2132324,tt2241605,tt2403961,tt3754940,tt4964788,tt5462400,tt5614612,tt6047298,tt8405810"
11984,11984,nm0667282,Gastón Pauls,1972,\N,pas_de_film,"tt0247586,tt7945236"
11985,11985,nm0854924,Graciela Tenenbaum,\N,\N,pas_de_film,tt0247586
11986,11986,nm1005131,María Mercedes Villagra,\N,\N,pas_de_film,tt0247586
11987,11987,nm0812555,Sul Kyung-gu,1968,\N,pas_de_film,"tt0247613,tt0306909,tt0320193,tt1153040,tt12663250,tt1287875,tt1662557,tt2554270,tt27688034,tt5729348,tt6777370,tt6830780"
11988,11988,nm0453735,Kim Yeo-jin,1972,\N,pas_de_film,"tt0247613,tt0317234"
11989,11989,nm0600668,Moon So-ri,1974,\N,pas_de_film,"tt0247613,tt0320193,tt0372782,tt0372782,tt0406853,tt0406853,tt1452626,tt1971466,tt3732252,tt4016934"
11990,11990,nm1046390,Se-beom Park,\N,\N,pas_de_film,tt0247613
