,Unnamed: 0,nconst,Nom,birthYear,deathYear,commeRealisateur,commeActeur
0,0,nm0000212,Meg Ryan,1961,\N,pas_de_film,"tt0035423,tt0090660,tt0093260,tt0094933,tt0095897,tt0098635,tt0099892,tt0099892,tt0099892,tt0101761,tt0105165,tt0106926,tt0108160,tt0110099,tt0111693,tt0113117,tt0115956,tt0118556,tt0118617,tt0120632,tt0128853,tt0199626,tt0228750,tt0312329,tt0419843,tt0430770,tt0780534,tt0848281,tt1133993"
1,1,nm0413168,Hugh Jackman,1968,\N,pas_de_film,"tt0035423,tt0120903,tt0120903,tt0244244,tt0244970,tt0290334,tt0290334,tt0338526,tt0366548,tt0376994,tt0376994,tt0414993,tt0414993,tt0414993,tt0424095,tt0433035,tt0455824,tt0457513,tt0458525,tt0458525,tt0482571,tt0800240,tt1083452,tt1392214,tt1430132,tt14458442,tt1446192,tt1485796,tt1707386,tt1823672,tt1877832,tt1877832,tt3272066,tt3315342,tt3315342,tt3332064,tt6263850,tt6348138,tt7074886,tt8206668"
2,2,nm0000630,Liev Schreiber,1967,\N,tt0404030,"tt0035423,tt0116041,tt0119891,tt0134084,tt0174856,tt0368008,tt0446755,tt0458525,tt0466909,tt0944835,tt1034303,tt1053424,tt1596345,tt1610525,tt1655416,tt1709143,tt1895587,tt2032557,tt2417712,tt4131800,tt7139936,tt9185066"
3,3,nm0005227,Breckin Meyer,1974,\N,pas_de_film,"tt0035423,tt0118925,tt0215129,tt0250687,tt0356634,tt0376108,tt0455499"
4,4,nm0404158,Walter Huston,1884,1950,pas_de_film,tt0038687
5,5,nm0000634,Peter Sellers,1925,1980,pas_de_film,"tt0052607,tt0054086,tt0054086,tt0054115,tt0054417,tt0056308,tt0056704,tt0057012,tt0057012,tt0057012,tt0057413,tt0058586,tt0058756,tt0059903,tt0060200,tt0061414,tt0061452,tt0062502,tt0063115,tt0063415,tt0064622,tt0066449,tt0072081,tt0074937,tt0075066,tt0078163,tt0078841,tt0079753,tt0079753,tt0079753"
6,6,nm0605923,Robert Morley,1908,1992,pas_de_film,"tt0052607,tt0056417,tt0057334,tt0057379,tt0057556,tt0058425,tt0058672,tt0060094,tt0061173,tt0065593,tt0067976,tt0078488,tt0094327,tt0061076"
7,7,nm0191870,Constance Cummings,1910,2005,pas_de_film,tt0052607
8,8,nm0164050,Jameson Clark,1907,1984,pas_de_film,tt0052607
9,9,nm0001258,James Garner,1928,2014,pas_de_film,"tt0052680,tt0054743,tt0055809,tt0057115,tt0057329,tt0057581,tt0057681,tt0057809,tt0057840,tt0058920,tt0059453,tt0060355,tt0060472,tt0061787,tt0064638,tt0065051,tt0066050,tt0067809,tt0069371,tt0082362,tt0084865,tt0096193,tt0110478,tt0117119,tt0186566,tt0279778,tt0332280,tt0482629"
10,10,nm0000081,Natalie Wood,1938,1981,pas_de_film,"tt0052680,tt0055471,tt0055614,tt0056048,tt0057263,tt0058580,tt0059243,tt0059314,tt0060818,tt0061089,tt0064100,tt0079550,tt0085271"
11,11,nm0001225,Nina Foch,1924,2008,pas_de_film,"tt0052680,tt0118744"
12,12,nm0415591,Dean Jagger,1903,1991,pas_de_film,"tt0052680,tt0053793,tt0055279,tt0062865,tt0065950,tt0067927,tt0080354"
13,13,nm0893341,Lino Ventura,1919,1987,pas_de_film,"tt0052698,tt0054425,tt0056917,tt0057591,tt0057870,tt0059241,tt0059499,tt0060305,tt0061376,tt0064040,tt0064169,tt0064225,tt0066798,tt0068341,tt0069270,tt0069270,tt0069815,tt0071550,tt0072603,tt0072934,tt0074262,tt0077921,tt0082342,tt0082436,tt0084340,tt0054669,tt0056345,tt0057853,tt0059491,tt0060140,tt0063488,tt0063488,tt0066857,tt0071265,tt0078439,tt0081591,tt0086214,tt0086282"
14,14,nm0590452,Sandra Milo,1933,2024,pas_de_film,"tt0052698,tt0053570,tt0056801,tt0059229,tt0059229,tt0059229,tt0143757"
15,15,nm0000901,Jean-Paul Belmondo,1933,2021,pas_de_film,"tt0052698,tt0053472,tt0054091,tt0054749,tt0054821,tt0055082,tt0055572,tt0055832,tt0056636,tt0056845,tt0056917,tt0058203,tt0058740,tt0059592,tt0059831,tt0060814,tt0062457,tt0064146,tt0064990,tt0065486,tt0067397,tt0068347,tt0068724,tt0069237,tt0070354,tt0070354,tt0072204,tt0073163,tt0073535,tt0074123,tt0074348,tt0075683,tt0077563,tt0077563,tt0079252,tt0082949,tt0083580,tt0085900,tt0087514,tt0087742,tt0089284,tt0091982,tt0095386,tt0113828,tt0113828,tt0119247,tt0189916,tt0211900,tt0053769,tt0054516,tt0055569,tt0057013,tt0057405,tt0057936,tt0058785,tt0059562,tt0061076,tt0063072,tt0064236,tt0064236,tt0064236,tt0065146,tt0068492,tt0104505,tt0116084,tt1174049"
16,16,nm0197950,Marcel Dalio,1899,1983,pas_de_film,"tt0052698,tt0055832,tt0059377,tt0069747,tt0055292,tt0058368,tt0075004,tt0170738,tt0188308,tt0188308,tt0256116,tt0280007"
17,17,nm0194742,Arturo de Córdova,1908,1973,pas_de_film,tt0052784
18,18,nm0729153,Amparo Rivelles,1925,2013,pas_de_film,tt0052784
19,19,nm0672744,Elda Peralta,1922,2024,pas_de_film,tt0052784
20,20,nm0649598,Guillermo Orea,1929,1991,pas_de_film,tt0052784
21,21,nm0001088,Peter Cushing,1913,1994,pas_de_film,"tt0052811,tt0053677,tt0054358,tt0054731,tt0056277,tt0058073,tt0058155,tt0059125,tt0059126,tt0059710,tt0059727,tt0060278,tt0060548,tt0061411,tt0061520,tt0061683,tt0062037,tt0062384,tt0064949,tt0065738,tt0065854,tt0068230,tt0068424,tt0068503,tt0068505,tt0068577,tt0068713,tt0068727,tt0069341,tt0069427,tt0069715,tt0070078,tt0070297,tt0070634,tt0071200,tt0071519,tt0071790,tt0073042,tt0074157,tt0076853,tt0085693,tt0090729"
22,22,nm0491928,June Laverick,1931,\N,pas_de_film,tt0052811
23,23,nm0000587,Donald Pleasence,1919,1995,pas_de_film,"tt0052811,tt0053717,tt0053900,tt0058164,tt0058164,tt0060268,tt0060397,tt0061634,tt0062038,tt0063811,tt0064674,tt0066390,tt0066434,tt0067541,tt0068458,tt0070170,tt0070423,tt0070770,tt0071229,tt0072951,tt0073096,tt0076489,tt0076804,tt0077651,tt0079073,tt0082340,tt0082495,tt0082968,tt0083542,tt0087001,tt0087909,tt0088249,tt0092865,tt0093777,tt0095271,tt0104105,tt0107146,tt0078038"
24,24,nm0741394,George Rose,1920,1988,pas_de_film,"tt0052811,tt0067482"
25,25,nm0000008,Marlon Brando,1924,2004,tt0055257,"tt0052832,tt0055257,tt0056264,tt0056632,tt0057878,tt0059470,tt0060120,tt0060232,tt0061523,tt0062185,tt0062776,tt0064728,tt0064866,tt0068646,tt0069007,tt0070849,tt0074906,tt0078788,tt0080754,tt0099615,tt0112883,tt0118768,tt0227445"
26,26,nm0940946,Joanne Woodward,1930,\N,pas_de_film,"tt0052832,tt0053841,tt0057360,tt0060165,tt0060414,tt0063483,tt0065215,tt0066540,tt0067848,tt0068528,tt0072912,tt0093093,tt0100200"
27,27,nm0536167,Anna Magnani,1908,1973,pas_de_film,"tt0052832,tt0056215,tt0064952,tt0154813"
28,28,nm0822972,Maureen Stapleton,1925,2006,pas_de_film,"tt0052832,tt0082362,tt0087507,tt0091188,tt0091541,tt0093660"
29,29,nm0001782,Susan Strasberg,1938,1999,pas_de_film,"tt0052961,tt0052961,tt0055505,tt0062395,tt0063469,tt0069049,tt0077904,tt0083146"
30,30,nm0856187,Laurent Terzieff,1935,2010,pas_de_film,"tt0052961,tt0063458,tt0066065,tt0066534,tt0089066,tt0445570,tt0827713,tt0053663,tt0055244,tt0058158,tt0058376,tt0061165,tt0062534,tt0063529,tt0071600,tt0074351,tt0075405,tt0088768,tt0113054,tt0186936,tt0188266,tt0195043,tt0223322,tt0288013,tt0395733,tt0873625"
31,31,nm0728938,Emmanuelle Riva,1927,2017,pas_de_film,"tt0052961,tt0053570,tt0055082,tt1602620,tt1638350,tt2936884,tt0054236,tt0055854,tt0056581,tt0058650,tt0062204,tt0066089,tt0072873,tt0085839,tt0104749,tt0105342,tt0142383,tt0154551,tt0155964,tt0223322,tt0260198,tt0338330,tt0343513,tt0885510,tt1291550,tt1691826"
32,32,nm0370144,Jack Hawkins,1910,1973,pas_de_film,"tt0052997,tt0056172,tt0058166,tt0058649,tt0058777,tt0063592,tt0066549,tt0067976,tt0070770,tt0055070"
33,33,nm0665902,Nigel Patrick,1912,1981,pas_de_film,"tt0052997,tt0054403"
34,34,nm0515193,Roger Livesey,1906,1976,pas_de_film,"tt0052997,tt0053796"
35,35,nm0000277,Richard Attenborough,1923,2014,"tt0064754,tt0069528,tt0075784,tt0077889,tt0083987,tt0088915,tt0092804,tt0103939,tt0108101,tt0116621,tt0128239,tt0488380","tt0052997,tt0053602,tt0057115,tt0058166,tt0058557,tt0058649,tt0059183,tt0060934,tt0061584,tt0066730,tt0072263,tt0072732,tt0073637,tt0080903,tt0107290,tt0110527,tt0065967"
36,36,nm0000063,Anthony Quinn,1915,2001,pas_de_film,"tt0053244,tt0053902,tt0054197,tt0054953,tt0055774,tt0056172,tt0056406,tt0057879,tt0058724,tt0059269,tt0060637,tt0062445,tt0062713,tt0063260,tt0063599,tt0064952,tt0068168,tt0069989,tt0071412,tt0074487,tt0074896,tt0076101,tt0077296,tt0077636,tt0079700,tt0081059,tt0082516,tt0083024,tt0100485,tt0114887,tt0275947"
37,37,nm0849447,Yôko Tani,1928,1999,pas_de_film,tt0053244
38,38,nm0000564,Peter O'Toole,1932,2013,pas_de_film,"tt0053244,tt0056172,tt0057877,tt0059399,tt0059903,tt0060522,tt0062038,tt0063227,tt0064382,tt0067458,tt0068909,tt0068909,tt0068909,tt0069198,tt0073637,tt0074849,tt0080180,tt0080491,tt0081568,tt0084370,tt0088960,tt0090856,tt0093389,tt0095304,tt0098658,tt0100281,tt0100456,tt0102216,tt0119891,tt0269281,tt0431213,tt0999872"
39,39,nm0321407,Carlo Giustini,1923,2005,pas_de_film,tt0053244
40,40,nm0353916,Jess Hahn,1921,1998,pas_de_film,"tt0053279,tt0055832,tt0057427,tt0059241,tt0068657,tt0060928,tt0076624,tt0189493,tt0202243,tt0288633"
41,41,nm0320758,Michèle Girardon,1938,1975,pas_de_film,"tt0053279,tt0059266"
42,42,nm0234767,Van Doude,1926,2018,pas_de_film,tt0053279
43,43,nm0083910,Paul Bisciglia,1928,2010,pas_de_film,"tt0053279,tt0070013,tt0308184"
44,44,nm0105482,Pierre Brasseur,1905,1972,pas_de_film,"tt0053459,tt0053643,tt0059872,tt0060908,tt0063026,tt0054605,tt0054669,tt0054719,tt0055308,tt0055605,tt0058158,tt0058306,tt0059567,tt0061139,tt0131401,tt0132892,tt0154813,tt0215709,tt0216999,tt0217117,tt7356740"
45,45,nm0885098,Alida Valli,1921,2006,pas_de_film,"tt0053459,tt0054426,tt0061613,tt0066413,tt0078343,tt0113849,tt0052737,tt0054876,tt0056312,tt0056842,tt0065536,tt0077334,tt0088743,tt0093323,tt0096519"
46,46,nm0562831,Juliette Mayniel,1936,2023,pas_de_film,"tt0053459,tt0070534,tt0055567,tt0056312,tt0140357,tt0188130,tt0309749"
47,47,nm0726777,Alexandre Rignault,1901,1985,pas_de_film,"tt0053459,tt0073471"
48,48,nm0781029,Jean Seberg,1938,1979,pas_de_film,"tt0053472,tt0058294,tt0060414,tt0064782,tt0065377,tt0069922,tt0054259,tt0054621,tt0054941,tt0058785,tt0059103,tt0060381,tt0060630,tt0063526,tt0068233,tt0073079,tt0077242"
49,49,nm0000419,Jean-Luc Godard,1930,2022,"tt0053472,tt0054177,tt0055572,tt0056171,tt0056663,tt0056905,tt0057345,tt0057869,tt0058701,tt0058898,tt0059565,tt0059592,tt0060304,tt0060647,tt0060675,tt0061473,tt0062480,tt0063665,tt0069398,tt0073471,tt0079854,tt0084481,tt0086153,tt0089066,tt0089366,tt0093349,tt0116334,tt0181912,tt0360845,tt2400275,tt5749596,tt0058480,tt0061913,tt0062137,tt0091980,tt0094002,tt0098170,tt0101307,tt0106821,tt0126023,tt0932675,tt2224421,tt2693702,tt3495794,tt5199474","tt0053472,tt0060304,tt0062997,tt5749596,tt0066532,tt0071646,tt0091980,tt0098170,tt0106821,tt0126023,tt0126023,tt0183595,tt0264378,tt0932675"
50,50,nm0378517,Charles Herbert,1948,2015,pas_de_film,tt0053559
51,51,nm0607507,Jo Morrow,1939,\N,pas_de_film,"tt0053559,tt0053882"
52,52,nm0590398,Martin Milner,1931,2015,pas_de_film,tt0053559
53,53,nm0213619,Rosemary DeCamp,1910,2001,pas_de_film,tt0053559
54,54,nm0797531,Simone Signoret,1921,1985,pas_de_film,"tt0053570,tt0059050,tt0059712,tt0061556,tt0061696,tt0063569,tt0064040,tt0065439,tt0066906,tt0067943,tt0070133,tt0075082,tt0076042,tt0076348,tt0054069,tt0056126,tt0057202,tt0071297,tt0072102,tt0077779,tt0082182,tt0084962,tt0163653,tt0264525,tt0264525"
55,55,nm0000052,Marcello Mastroianni,1924,1996,pas_de_film,"tt0053570,tt0053643,tt0053779,tt0054130,tt0054640,tt0055599,tt0055913,tt0056801,tt0056945,tt0056966,tt0057171,tt0058335,tt0059015,tt0059095,tt0062310,tt0065662,tt0065782,tt0069690,tt0070130,tt0070592,tt0070913,tt0070960,tt0074423,tt0075335,tt0075848,tt0076085,tt0077373,tt0080539,tt0081616,tt0082893,tt0084423,tt0091113,tt0096160,tt0097051,tt0100681,tt0105706,tt0110907,tt0112654,tt0112654,tt0115479,tt0117968,tt0117968,tt0117968,tt0068026,tt0070625,tt0072305,tt0103224"
56,56,nm0709704,Tony Randall,1920,2004,pas_de_film,"tt0053571,tt0054022,tt0055100,tt0055809,tt0057812,tt0057812,tt0057812,tt0057897,tt0058571,tt0060094,tt0099700"
57,57,nm0388155,Eddie Hodges,1947,\N,pas_de_film,tt0053571
58,58,nm0600911,Archie Moore,1913,1998,pas_de_film,tt0053571
59,59,nm0566478,Patty McCormack,1945,\N,pas_de_film,tt0053571
60,60,nm0361697,Setsuko Hara,1920,2015,pas_de_film,"tt0053579,tt0055052"
61,61,nm0875362,Yôko Tsukasa,1934,\N,pas_de_film,"tt0053579,tt0055052,tt0061847,tt0061971,tt0064387"
62,62,nm0645422,Mariko Okada,1933,\N,pas_de_film,"tt0053579,tt0055732,tt0056444,tt0064296,tt0064296"
63,63,nm0755401,Keiji Sada,1926,1964,pas_de_film,"tt0053579,tt0056444"
64,64,nm0000078,John Wayne,1907,1979,"tt0053580,tt0063035","tt0053580,tt0054127,tt0054757,tt0056059,tt0056085,tt0056197,tt0056217,tt0057007,tt0057298,tt0057952,tt0059309,tt0059740,tt0060218,tt0061619,tt0062472,tt0063035,tt0063060,tt0065126,tt0065150,tt0065547,tt0066301,tt0066831,tt0068421,tt0069834,tt0070825,tt0071824,tt0072732,tt0073636,tt0075213"
65,65,nm0001847,Richard Widmark,1914,2008,pas_de_film,"tt0053580,tt0055031,tt0055558,tt0057259,tt0057940,tt0058962,tt0060095,tt0062479,tt0063256,tt0064217,tt0075334,tt0075950,tt0076636,tt0076845,tt0078836,tt0083941,tt0084049"
66,66,nm0002131,Laurence Harvey,1928,1973,pas_de_film,"tt0053580,tt0053622,tt0054037,tt0055489,tt0056218,tt0056671,tt0056700,tt0056700,tt0057463,tt0058425,tt0058437,tt0059084,tt0062859,tt0066540,tt0070444"
67,67,nm0000811,Frankie Avalon,1940,\N,pas_de_film,"tt0053580,tt0056331,tt0056860,tt0059124,tt0092608"
68,68,nm0000765,Pier Angeli,1932,1971,pas_de_film,"tt0053602,tt0056504,tt0140834"
69,69,nm0185954,Michael Craig,1929,\N,pas_de_film,"tt0053602,tt0055207,tt0059856,tt0063642,tt0064598,tt0082338"
70,70,nm0496866,Bernard Lee,1908,1981,pas_de_film,"tt0053602,tt0053994,tt0055618,tt0055928"
71,71,nm0000493,Jack Lemmon,1925,2001,tt0067314,"tt0053604,tt0054453,tt0055895,tt0056289,tt0057187,tt0057187,tt0057622,tt0058153,tt0058212,tt0059243,tt0059243,tt0060424,tt0063374,tt0064036,tt0066193,tt0068240,tt0070640,tt0071524,tt0072034,tt0075648,tt0078966,tt0082111,tt0084335,tt0087688,tt0097142,tt0102138,tt0104348,tt0107050,tt0113228,tt0117119,tt0119848,tt0120773"
72,72,nm0000511,Shirley MacLaine,1934,\N,pas_de_film,"tt0053604,tt0053690,tt0054615,tt0054743,tt0056267,tt0056267,tt0056626,tt0057187,tt0058743,tt0059927,tt0060445,tt0062502,tt0062502,tt0062502,tt0065054,tt0065134,tt0067601,tt0076843,tt0078841,tt0080515,tt0086425,tt0095564,tt0098384,tt0100395,tt0105706,tt0108596,tt0109951,tt0116240,tt0117104,tt0388125,tt0398375,tt0488380,tt13884444,tt1704573,tt5023260,tt5097410"
73,73,nm0534045,Fred MacMurray,1908,1991,pas_de_film,"tt0053604,tt0054594,tt0057518,tt0060420,tt0061749"
74,74,nm0001827,Ray Walston,1914,2001,pas_de_film,"tt0053604,tt0054367,tt0057683,tt0058265,tt0061447,tt0081353,tt0082431,tt0105046"
75,75,nm0275213,Gabriele Ferzetti,1925,2015,pas_de_film,"tt0053619,tt0061320,tt0064757,tt0065439,tt0065895,tt0071910,tt0075614,tt0059562,tt0064126,tt0073085,tt0077943,tt0185487,tt0216999"
76,76,nm0900143,Monica Vitti,1931,2022,pas_de_film,"tt0053619,tt0054130,tt0056736,tt0058003,tt0060708,tt0063485,tt0065662,tt0081165,tt0056934,tt0076595,tt0124545"
77,77,nm0557159,Lea Massari,1933,\N,pas_de_film,"tt0053619,tt0054756,tt0055602,tt0058232,tt0067778,tt0069690,tt0079010,tt0056248,tt0068420,tt0068581,tt0068587,tt0071799,tt0075021,tt0076617,tt0078197,tt0079059,tt0086282,tt0236132,tt0288013"
78,78,nm0087017,Dominique Blanchar,1927,2018,pas_de_film,tt0053619
79,79,nm0000072,Elizabeth Taylor,1932,2011,pas_de_film,"tt0053622,tt0056937,tt0057634,tt0059674,tt0061184,tt0061407,tt0061502,tt0062185,tt0062751,tt0063571,tt0066184,tt0069516,tt0070444,tt0074225,tt0074225"
80,80,nm0279472,Eddie Fisher,1928,2010,pas_de_film,tt0053622
81,81,nm0581277,Dina Merrill,1923,2017,pas_de_film,"tt0053622,tt0055633,tt0108260"
82,82,nm0597816,Pierre Mondy,1925,2012,tt0188420,"tt0053638,tt0070356,tt0075007,tt0076684,tt0083625,tt0088748,tt0053572,tt0053671,tt0054761,tt0056130,tt0056345,tt0056892,tt0057965,tt0064810,tt0071653,tt0073829,tt0082128,tt0087917,tt0134199,tt0148062,tt0157943,tt0165525,tt0174143,tt0195028,tt0228780,tt0232911,tt0289767"
83,83,nm0138987,Martine Carol,1920,1967,pas_de_film,"tt0053638,tt0054734,tt0163618,tt0234941"
84,84,nm0001012,Claudia Cardinale,1938,\N,pas_de_film,"tt0053638,tt0053643,tt0054225,tt0054248,tt0055832,tt0056801,tt0057091,tt0057091,tt0057952,tt0058977,tt0059856,tt0061590,tt0063010,tt0064116,tt0067637,tt0069237,tt0083946,tt0102421,tt0103601,tt1302559,tt1990217,tt0055087,tt0076526,tt0078079,tt0082128,tt0086214,tt0090385,tt0094208,tt0097515,tt0139567,tt2006802"
85,85,nm0001989,Leslie Caron,1931,\N,pas_de_film,"tt0053638,tt0054866,tt0057239,tt0058092,tt0060814,tt0076868,tt0087144,tt0113133,tt0056388,tt0075191,tt0080041"
86,86,nm0603761,Rina Morelli,1908,1976,pas_de_film,"tt0053643,tt0074686,tt0054769"
87,87,nm0001471,Jerry Lewis,1926,2017,"tt0053644,tt0054853,tt0055069,tt0057372,tt0058456,tt0059166,tt0061093,tt0061401,tt0085375","tt0053644,tt0053644,tt0053716,tt0054446,tt0054853,tt0055069,tt0055069,tt0056110,tt0057372,tt0057372,tt0057683,tt0058018,tt0058456,tt0058456,tt0058981,tt0059166,tt0059166,tt0059166,tt0061093,tt0061093,tt0061093,tt0061173,tt0061401,tt0061401,tt0085375,tt0085375,tt0085375,tt0085794,tt0106307,tt0113133"
88,88,nm0314778,Alex Gerry,1904,1993,pas_de_film,tt0053644
89,89,nm0165667,Bob Clayton,1922,1979,pas_de_film,tt0053644
90,90,nm0391062,Judy Holliday,1921,1965,pas_de_film,tt0053645
91,91,nm0001509,Dean Martin,1917,1995,pas_de_film,"tt0053645,tt0054135,tt0054473,tt0054601,tt0054615,tt0056470,tt0057071,tt0057598,tt0058265,tt0058529,tt0058743,tt0059431,tt0059740,tt0060728,tt0060980,tt0061080,tt0062218,tt0062626,tt0062657,tt0062708,tt0065225,tt0065377,tt0068022,tt0070687"
92,92,nm0163939,Fred Clark,1914,1968,pas_de_film,"tt0053645,tt0054446,tt0057986,tt0063091"
93,93,nm0289376,Eddie Foy Jr.,1905,1983,pas_de_film,tt0053645
94,94,nm0164967,Robert Clarke,1920,2005,pas_de_film,tt0053651
95,95,nm0866995,Darlene Tompkins,1940,2019,pas_de_film,tt0053651
96,96,nm0033962,Arianne Ulmer,1937,\N,pas_de_film,tt0053651
97,97,nm0812453,Vladimir Sokoloff,1889,1962,pas_de_film,tt0053651
98,98,nm0480942,Bernadette Lafont,1938,2013,pas_de_film,"tt0053666,tt0064327,tt0069442,tt0070359,tt0070359,tt0087903,tt0089072,tt0091270,tt0093505,tt0478724,tt1638350,tt1673702,tt2215395,tt2474438,tt0052769,tt0053872,tt0054071,tt0055969,tt0059608,tt0063529,tt0063789,tt0064021,tt0066358,tt0066618,tt0070818,tt0072447,tt0074974,tt0075021,tt0075394,tt0080511,tt0089764,tt0095905,tt0101570,tt0117434,tt0140974,tt0141734,tt0207755,tt0217703,tt0228780,tt0240162,tt0248586,tt0259321,tt0279871,tt0309749,tt0309990,tt0311641,tt0459502,tt1528717"
99,99,nm0423332,Clotilde Joano,1932,1974,pas_de_film,"tt0053666,tt0070453,tt0166076"
100,100,nm0000804,Stéphane Audran,1932,2018,pas_de_film,"tt0053666,tt0056302,tt0059565,tt0062728,tt0064106,tt0064323,tt0066318,tt0070453,tt0072263,tt0073221,tt0076410,tt0076715,tt0078467,tt0082206,tt0089832,tt0103800,tt1139800,tt0055395,tt0060944,tt0064796,tt0065957,tt0066793,tt0069439,tt0069439,tt0083684,tt0084468,tt0086557,tt0095584,tt0096026,tt0112410,tt0115567,tt0122445,tt0122445,tt0185997,tt0202300,tt0207744,tt0229653"
101,101,nm0756756,Lucile Saint-Simon,1932,\N,pas_de_film,"tt0053666,tt0054231,tt0140608,tt0193727"
102,102,nm0402558,Martita Hunt,1900,1969,pas_de_film,"tt0053677,tt0058997"
103,103,nm0598289,Yvonne Monlaur,1935,2017,pas_de_film,"tt0053677,tt0053717,tt0055516,tt0055863"
104,104,nm0413528,Freda Jackson,1907,1990,pas_de_film,"tt0053677,tt0055438,tt0059465"
105,105,nm0000069,Frank Sinatra,1915,1998,tt0059518,"tt0053690,tt0054135,tt0054805,tt0056218,tt0056470,tt0056940,tt0057071,tt0058529,tt0059431,tt0059518,tt0059885,tt0060135,tt0060218,tt0062380,tt0062883,tt0063210,tt0065642,tt0080738,tt15740890"
106,106,nm0002001,Maurice Chevalier,1888,1972,pas_de_film,"tt0053690,tt0054866,tt0056095"
107,107,nm0431139,Louis Jourdan,1921,2015,pas_de_film,"tt0053690,tt0057634,tt0076715,tt0084745,tt0086034,tt0105871,tt0054761,tt0054761,tt0055084,tt0061043,tt0062106"
108,108,nm0544786,Jean Marais,1913,1998,pas_de_film,"tt0053696,tt0058089,tt0058089,tt0059168,tt0059168,tt0059168,tt0060400,tt0060400,tt0060400,tt0066207,tt0053695,tt0053695,tt0054208,tt0055182,tt0055219,tt0056228,tt0056268,tt0057151,tt0058137,tt0059608,tt0060928,tt0065912,tt0104192,tt0141817,tt0145335"
109,109,nm0100186,Bourvil,1917,1970,pas_de_film,"tt0053696,tt0057967,tt0059241,tt0060474,tt0064146,tt0064688,tt0065531,tt0055538,tt0056969,tt0057616,tt0058159,tt0062830,tt0063031,tt0064037,tt0065265,tt0066108,tt0122492,tt0132892,tt0154813,tt0156583,tt0186827,tt0186936,tt0187553,tt0187557"
110,110,nm0553349,Elsa Martinelli,1935,2017,pas_de_film,"tt0053696,tt0053802,tt0056059,tt0056059,tt0057634,tt0059095,tt0065148,tt0054077,tt0059089,tt0059103,tt0059429,tt0062137,tt0063263,tt0063271,tt0064159,tt0064746"
111,111,nm0116526,Pierrette Bruno,1928,2015,pas_de_film,tt0053696
112,112,nm0416228,Sidney James,1913,1976,pas_de_film,"tt0053699,tt0055831,tt0056285,tt0057918,tt0059014,tt0061450,tt0064133,tt0065524,tt0065525,tt0068339,tt0069847"
113,113,nm0931054,Kenneth Williams,1926,1988,pas_de_film,"tt0053699,tt0055831,tt0057918,tt0057919,tt0057920,tt0059014,tt0061450,tt0064133,tt0065524,tt0068339,tt0069847"
114,114,nm0054879,Eric Barker,1912,1990,pas_de_film,tt0053699
115,115,nm0175427,Kenneth Connor,1918,1993,pas_de_film,"tt0053699,tt0055831,tt0056285,tt0057918"
116,116,nm0001229,Glenn Ford,1916,2006,pas_de_film,"tt0053715,tt0054890,tt0055312,tt0055972,tt0056956,tt0058091,tt0059661,tt0061893,tt0062373,tt0062865,tt0064409,tt0064409,tt0074899,tt0082498"
117,117,nm0770730,Maria Schell,1926,2005,pas_de_film,"tt0053715,tt0055146,tt0064232,tt0064727,tt0071935,tt0056838,tt0069943"
118,118,nm0000879,Anne Baxter,1923,1985,pas_de_film,"tt0053715,tt0056671,tt0067109"
119,119,nm0640023,Arthur O'Connell,1908,1981,pas_de_film,"tt0053715,tt0055312,tt0055524,tt0055992,tt0057227,tt0059462,tt0068264,tt0073109"
120,120,nm0943956,Ed Wynn,1886,1966,pas_de_film,"tt0053716,tt0054649"
121,121,nm0000752,Judith Anderson,1897,1992,pas_de_film,"tt0053716,tt0066049"
122,122,nm0798328,Henry Silva,1926,2022,pas_de_film,"tt0053716,tt0057200,tt0057200,tt0068902,tt0069818,tt0071840,tt0077278,tt0079488,tt0080016,tt0085900,tt0088936,tt0094602,tt0116953,tt0165798,tt0068743,tt0245947"
123,123,nm0226446,Anton Diffring,1916,1989,pas_de_film,"tt0053717,tt0067236"
124,124,nm0718878,Erika Remberg,1932,2017,pas_de_film,"tt0053717,tt0053663"
125,125,nm0422185,Patricia Jessel,1920,1968,pas_de_film,"tt0053719,tt0053719"
126,126,nm0521471,Dennis Lotis,1925,2023,pas_de_film,tt0053719
127,127,nm0000489,Christopher Lee,1922,2015,pas_de_film,"tt0053719,tt0054416,tt0054850,tt0055505,tt0055516,tt0056350,tt0056480,tt0057078,tt0057280,tt0057646,tt0057924,tt0058155,tt0059125,tt0059127,tt0059162,tt0059635,tt0059727,tt0060188,tt0060865,tt0062037,tt0062235,tt0062833,tt0062885,tt0062909,tt0063764,tt0064494,tt0064727,tt0064747,tt0064949,tt0065073,tt0065569,tt0066249,tt0067713,tt0068424,tt0068505,tt0068713,tt0068727,tt0068727,tt0070634,tt0070917,tt0071391,tt0071807,tt0075334,tt0077296,tt0078158,tt0078792,tt0078836,tt0082350,tt0085693,tt0100456,tt0121765,tt0337103,tt0970179,tt1334102,tt0079075,tt0454784"
128,128,nm0410756,José Isbert,1886,1966,pas_de_film,"tt0053724,tt0057643"
129,129,nm0691675,Pedro Porcel,1910,1969,pas_de_film,tt0053724
130,130,nm0007023,José Luis López Vázquez,1922,2009,pas_de_film,"tt0053724,tt0055310,tt0055763,tt0057643,tt0062113,tt0072030,tt0082888"
131,131,nm0690592,María Luisa Ponte,1918,1996,pas_de_film,tt0053724
132,132,nm0000068,Randolph Scott,1898,1987,pas_de_film,"tt0053729,tt0056412"
