,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes
0,nm0000001,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1965.0,3683.0
1,nm0000002,0,0,0,0,0,2,0,5,0,10,1,1,0,0,1,0,6,3,0,0,5,0,1,11,1988.0,33276.0
2,nm0000003,3,0,0,2,0,9,0,1,0,10,0,0,0,0,1,0,1,10,0,0,0,0,4,17,1967.0,3919.0
3,nm0000004,2,0,0,1,0,6,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,6,1980.0,68854.0
4,nm0000006,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,1,3,0,0,1,0,0,5,1966.0,18657.0
5,nm0000008,5,0,0,3,0,5,0,6,0,18,0,1,3,2,1,0,3,6,0,0,7,0,3,23,1973.0,140635.0
6,nm0000009,4,0,0,3,4,2,0,3,0,23,0,1,5,7,2,0,3,5,2,0,7,0,0,25,1970.0,18306.0
7,nm0000010,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1967.0,12224.0
8,nm0000011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1961.0,1585.0
9,nm0000012,1,0,0,2,0,3,0,4,0,11,2,2,0,0,4,0,3,1,1,0,7,1,0,14,1969.0,9888.0
10,nm0000013,0,0,0,0,0,12,1,2,0,4,2,0,0,0,0,1,1,10,0,0,2,0,1,13,1964.0,5179.0
11,nm0000014,1,0,0,1,0,0,0,1,0,4,0,0,0,0,2,0,2,1,0,0,2,0,0,4,1967.0,8874.0
12,nm0000017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1961.0,89932.0
13,nm0000018,5,0,0,9,1,5,0,4,0,22,2,1,5,3,3,0,3,8,4,0,8,0,10,32,1972.0,11819.0
14,nm0000020,6,0,0,3,0,8,0,3,0,17,2,0,5,3,0,0,1,2,0,0,5,0,9,24,1968.0,27690.0
15,nm0000021,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1964.0,5114.0
16,nm0000022,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1960.0,13796.0
17,nm0000023,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,3,1963.0,2524.0
18,nm0000024,1,0,0,1,3,2,0,2,1,11,0,0,2,7,1,0,4,2,0,0,4,0,0,14,1978.0,43016.0
19,nm0000026,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,5,1963.0,24757.0
20,nm0000027,2,0,0,3,3,1,0,2,0,10,1,2,5,5,0,0,2,1,1,0,2,0,0,12,1970.0,159459.0
21,nm0000028,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1968.0,2227.0
22,nm0000029,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1979.0,2392.0
23,nm0000030,0,0,0,1,0,8,1,1,0,6,1,0,0,0,0,0,1,11,0,0,1,0,1,12,1966.0,44820.0
24,nm0000031,0,0,0,1,1,3,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,0,1,8,1973.0,18728.0
25,nm0000032,14,0,0,11,3,1,0,2,0,28,2,0,8,10,0,1,3,6,3,0,9,0,5,29,1973.0,16281.0
26,nm0000034,7,0,0,3,0,2,0,1,0,13,0,0,4,1,1,0,1,5,0,0,3,0,4,17,1970.0,24212.0
27,nm0000036,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1966.0,10110.0
28,nm0000037,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1970.0,24920.0
29,nm0000039,1,0,0,1,0,2,0,1,0,7,0,0,0,0,2,0,4,5,0,0,2,0,1,10,1964.0,7404.0
30,nm0000042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1964.0,2601.0
31,nm0000044,7,0,0,6,1,5,0,6,0,26,0,1,5,3,1,0,1,4,1,0,8,0,7,30,1970.0,13132.0
32,nm0000045,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1973.0,115824.0
33,nm0000046,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1963.0,5186.0
34,nm0000047,6,0,0,4,1,16,1,4,0,22,0,3,5,3,0,1,1,14,0,0,3,0,1,30,1972.0,7541.0
35,nm0000048,1,0,0,1,0,2,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,3,1962.0,9493.0
36,nm0000051,7,0,2,6,2,5,0,8,0,25,2,3,4,7,0,2,6,10,1,0,10,0,0,31,1972.0,11673.0
37,nm0000052,1,0,0,1,0,29,0,6,0,37,0,6,3,6,0,0,2,12,1,0,1,0,1,47,1976.0,8630.0
38,nm0000053,5,0,0,4,0,5,0,4,0,19,0,0,2,2,1,0,4,10,0,0,6,0,8,25,1970.0,7245.0
39,nm0000054,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1960.0,16278.0
40,nm0000056,4,0,1,3,3,14,0,12,1,37,1,1,3,1,0,0,6,11,1,4,9,0,7,44,1977.0,50180.0
41,nm0000057,5,0,0,7,0,10,0,4,0,3,3,0,4,2,1,0,2,3,0,0,2,0,0,14,1969.0,13869.0
42,nm0000058,0,0,0,1,0,5,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,4,8,1967.0,10823.0
43,nm0000059,3,0,0,5,1,2,0,2,0,13,0,2,3,4,1,1,3,5,1,0,5,0,0,16,1974.0,31430.0
44,nm0000060,6,0,0,6,1,3,0,2,0,17,0,0,6,3,1,0,3,4,2,1,6,0,5,22,1972.0,31835.0
45,nm0000062,1,0,0,1,0,21,21,2,0,8,0,0,0,1,0,24,0,21,0,1,0,0,3,27,1965.0,3331.0
46,nm0000063,13,0,0,10,4,4,0,9,0,26,0,1,8,5,0,0,2,4,0,1,6,0,2,31,1972.0,19048.0
47,nm0000064,1,0,0,0,0,1,0,4,0,6,0,0,0,0,0,0,2,1,1,0,3,0,1,7,1964.0,15154.0
48,nm0000068,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1961.0,10014.0
49,nm0000069,4,0,0,6,0,9,3,7,1,9,0,0,3,1,0,3,4,4,0,0,7,0,3,19,1968.0,8646.0
50,nm0000071,2,0,1,4,0,5,0,0,0,9,3,0,3,0,0,0,0,2,0,0,1,0,10,16,1967.0,14904.0
51,nm0000072,0,0,0,2,1,2,0,0,0,14,2,2,0,1,1,0,1,6,0,0,4,0,0,15,1968.0,11257.0
52,nm0000075,2,0,0,2,1,2,0,0,0,4,0,0,1,1,0,0,0,1,0,0,1,0,0,5,1962.0,44999.0
53,nm0000076,0,0,0,0,1,1,0,0,0,4,0,0,0,2,0,0,0,1,1,0,0,0,0,4,1974.0,65450.0
54,nm0000078,9,0,0,11,1,6,0,2,0,24,0,0,6,3,0,0,0,7,0,0,1,0,20,29,1967.0,18572.0
55,nm0000079,6,0,0,7,0,10,0,4,0,10,0,2,1,0,1,0,2,5,1,0,1,0,3,15,1971.0,7131.0
56,nm0000080,4,0,1,4,3,3,0,0,2,7,2,0,1,3,0,0,1,0,1,0,0,0,1,10,1972.0,10840.0
57,nm0000081,2,0,0,2,1,7,1,2,0,9,0,0,0,0,0,2,0,8,2,0,2,0,0,13,1966.0,17721.0
58,nm0000084,2,0,0,2,0,0,0,2,0,5,0,1,0,0,1,0,0,2,0,0,2,0,0,5,2007.0,83830.0
59,nm0000086,1,0,0,8,0,36,1,14,0,2,1,3,1,1,0,1,0,2,3,0,1,0,0,36,1968.0,6331.0
60,nm0000090,1,0,0,0,2,2,0,4,0,11,2,2,2,1,0,1,2,1,2,1,3,0,0,13,1997.0,36475.0
61,nm0000092,0,0,4,5,0,24,6,2,3,2,3,3,0,0,0,0,0,2,0,0,0,0,1,25,1992.0,76564.0
62,nm0000093,12,0,2,9,5,13,0,15,0,33,3,6,6,4,2,1,3,9,4,1,17,0,2,44,2006.0,447769.0
63,nm0000095,3,0,1,4,0,36,1,7,0,11,1,1,1,0,0,2,3,14,2,0,0,0,0,36,1986.0,47063.0
64,nm0000096,1,0,0,0,4,1,0,3,0,13,1,0,0,3,2,0,5,3,4,0,5,0,0,13,2010.0,39858.0
65,nm0000097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2003.0,163162.0
66,nm0000098,4,0,2,3,0,29,0,6,0,20,3,1,0,0,0,2,1,19,1,0,1,0,0,33,2008.0,118228.0
67,nm0000099,4,0,0,1,1,10,0,6,0,14,0,2,0,1,2,0,5,2,1,0,9,0,1,23,1999.0,69317.0
68,nm0000100,3,0,0,4,0,7,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7,2004.0,100410.0
69,nm0000101,6,0,0,5,1,28,0,4,0,8,5,6,2,0,3,2,1,3,7,1,1,0,0,33,1992.0,71000.0
70,nm0000102,7,0,1,6,2,12,0,13,0,27,3,2,0,2,6,1,6,7,3,1,17,0,0,37,1999.0,80824.0
71,nm0000103,1,0,0,1,0,1,0,1,0,5,1,2,0,0,1,0,0,2,0,1,1,0,0,7,1993.0,50360.0
72,nm0000104,25,0,6,20,4,26,1,16,0,34,9,8,0,5,2,5,10,14,3,1,23,0,2,60,2007.0,80383.0
73,nm0000105,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,0,4,1984.0,41986.0
74,nm0000106,4,0,2,7,3,21,0,4,0,24,3,1,0,0,3,2,1,19,3,2,7,0,1,33,1999.0,73063.0
75,nm0000107,9,0,0,4,1,8,0,9,0,20,1,1,0,0,1,2,5,11,1,2,13,0,0,27,1996.0,60064.0
76,nm0000109,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1998.0,34371.0
77,nm0000110,1,0,1,2,4,7,1,7,0,23,1,1,2,5,2,1,7,10,1,0,8,0,0,25,2002.0,65720.0
78,nm0000111,5,0,4,5,2,25,1,3,0,18,7,2,2,1,1,0,0,8,5,0,4,0,0,32,1997.0,98902.0
79,nm0000112,21,0,2,10,1,14,1,11,4,21,6,5,0,0,2,2,4,9,2,0,22,0,2,45,2005.0,64866.0
80,nm0000113,10,0,1,5,3,20,0,14,0,23,1,4,0,0,2,1,8,13,4,1,11,0,0,37,2004.0,158574.0
81,nm0000114,2,0,5,7,1,20,0,3,0,14,5,4,1,2,2,2,1,4,2,1,5,0,0,26,2005.0,154508.0
82,nm0000115,38,0,5,13,3,31,0,34,0,41,6,16,5,3,9,1,12,11,5,1,38,0,2,83,2006.0,109309.0
83,nm0000117,1,0,0,1,1,4,0,4,0,7,0,1,0,0,6,3,7,3,0,0,3,0,0,16,2005.0,102994.0
84,nm0000119,2,0,1,1,0,6,0,3,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,6,1995.0,87581.0
85,nm0000120,4,0,4,11,3,30,1,7,0,9,11,10,0,0,1,0,2,8,5,0,3,0,0,34,2004.0,263262.0
86,nm0000121,0,0,0,0,0,8,0,0,0,6,1,4,0,2,2,0,2,4,1,0,0,0,0,10,1990.0,44641.0
87,nm0000123,7,0,1,6,2,17,0,16,0,23,2,0,4,2,2,0,5,8,5,0,15,0,0,36,2007.0,195775.0
88,nm0000124,9,0,1,8,3,7,0,9,0,26,2,4,0,2,2,0,7,12,6,0,9,0,0,34,2004.0,172819.0
89,nm0000125,27,0,0,24,0,7,0,15,0,33,2,6,4,4,0,0,6,9,6,1,29,0,1,50,1980.0,86982.0
90,nm0000126,14,0,0,8,4,8,0,12,0,35,2,2,3,5,1,1,2,10,3,4,16,0,6,40,2001.0,94936.0
91,nm0000128,19,0,0,7,6,4,1,13,0,31,1,3,3,6,2,0,6,9,1,0,17,0,2,39,2008.0,204904.0
92,nm0000129,22,0,0,16,1,6,1,6,1,24,0,4,3,2,2,1,6,9,5,3,19,0,1,40,2002.0,312814.0
93,nm0000130,5,0,0,2,1,12,0,5,0,14,5,2,0,1,12,0,6,4,3,1,13,0,0,32,1997.0,109691.0
94,nm0000131,8,0,2,6,4,22,0,15,1,30,5,4,1,3,3,4,9,11,2,1,17,0,1,49,2002.0,75517.0
95,nm0000132,1,0,0,1,0,5,0,1,0,12,2,2,0,1,0,0,1,9,2,0,4,0,0,14,2001.0,93921.0
96,nm0000133,3,0,1,4,0,11,1,4,0,9,2,2,0,0,1,0,2,6,3,1,3,0,0,16,1996.0,88952.0
97,nm0000134,19,0,1,5,8,32,1,39,0,65,2,1,2,7,4,1,10,15,4,5,27,0,0,87,1999.0,189393.0
98,nm0000135,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1977.0,11125.0
99,nm0000136,14,0,4,16,11,19,2,8,0,34,8,16,0,6,6,1,7,15,2,0,12,0,4,55,2005.0,235018.0
100,nm0000137,0,0,0,2,0,4,0,0,0,3,1,0,0,0,1,0,0,2,0,0,1,0,0,5,1990.0,27420.0
101,nm0000138,7,0,0,6,7,5,0,7,1,28,0,0,0,3,0,0,1,9,2,0,7,0,3,30,2005.0,615845.0
102,nm0000139,4,0,3,6,0,25,0,9,0,15,5,7,0,1,0,0,2,14,2,1,8,0,0,33,2005.0,167030.0
103,nm0000140,9,0,0,6,1,16,1,11,0,28,1,1,1,0,0,2,6,12,2,0,18,0,0,38,1997.0,94390.0
104,nm0000141,2,0,0,0,0,7,0,3,0,12,0,0,0,1,1,1,3,3,3,0,5,0,0,14,2005.0,36374.0
105,nm0000142,21,0,0,12,1,11,1,20,0,36,0,0,4,0,0,2,6,6,1,2,19,0,12,48,1984.0,116472.0
106,nm0000143,2,0,0,0,0,4,0,0,0,2,1,1,0,0,1,0,0,2,0,0,1,0,0,5,1994.0,28673.0
107,nm0000144,5,0,1,7,2,9,1,6,0,10,5,4,2,3,2,0,4,6,1,1,8,0,0,20,2003.0,113230.0
108,nm0000145,3,0,0,0,1,3,0,4,0,5,0,0,0,0,1,0,0,4,1,0,4,0,0,8,1993.0,5474.0
109,nm0000146,6,0,4,8,7,7,0,5,0,32,6,3,3,11,1,1,7,14,1,0,13,1,0,40,2006.0,159331.0
110,nm0000147,5,0,0,6,8,20,0,6,0,32,3,4,3,9,0,0,7,21,0,0,9,0,0,43,2007.0,115206.0
111,nm0000148,23,0,1,18,1,7,0,11,0,27,2,4,3,1,1,0,6,9,9,1,16,0,2,42,1998.0,276095.0
112,nm0000149,6,0,0,4,2,9,0,10,1,29,6,2,1,3,2,1,6,6,3,2,13,0,1,32,1995.0,158910.0
113,nm0000150,3,0,2,11,0,21,0,2,0,8,6,3,1,1,1,1,0,6,7,0,0,0,0,25,1992.0,201202.0
114,nm0000151,18,0,0,6,5,11,0,18,3,41,7,3,2,4,1,0,9,4,8,2,23,0,1,58,2004.0,217998.0
115,nm0000152,9,0,0,5,3,9,1,11,0,40,2,0,2,1,1,2,4,18,0,0,13,0,0,42,1996.0,56822.0
116,nm0000153,3,0,1,1,0,6,0,5,0,10,1,1,0,0,1,0,4,6,0,0,8,0,0,16,2007.0,18078.0
117,nm0000154,26,0,2,19,3,14,0,15,0,29,2,4,7,8,0,0,6,7,6,0,21,0,1,46,2000.0,125303.0
118,nm0000155,3,0,2,3,0,18,0,4,1,13,6,3,0,4,0,2,4,6,0,1,3,0,0,26,1996.0,80997.0
119,nm0000156,10,0,1,7,0,17,2,5,0,14,2,4,0,0,5,0,2,9,8,1,6,0,0,29,1995.0,111470.0
120,nm0000157,6,0,0,4,1,2,0,1,0,6,2,1,1,0,1,0,3,3,5,1,9,0,0,14,1996.0,183792.0
121,nm0000158,7,0,7,16,8,36,0,8,0,41,11,8,2,10,1,2,10,16,5,1,11,0,1,61,2004.0,312885.0
122,nm0000159,2,0,3,2,0,3,0,2,0,3,3,3,0,0,0,0,0,1,0,0,3,0,0,7,2000.0,172572.0
123,nm0000160,12,0,1,6,5,12,0,12,0,42,2,4,2,1,5,3,12,13,7,0,22,0,2,52,2007.0,121454.0
124,nm0000161,13,0,4,5,2,15,0,7,0,21,3,5,0,1,1,1,1,11,2,1,8,0,1,33,2009.0,68198.0
125,nm0000162,3,0,0,1,3,6,0,2,0,9,0,0,0,1,3,0,1,5,1,0,4,0,0,13,2006.0,47045.0
126,nm0000163,7,0,5,8,2,20,0,10,0,33,7,4,0,1,1,1,4,10,2,0,11,0,1,42,1994.0,113227.0
127,nm0000164,18,0,0,13,14,10,0,14,0,50,1,6,2,13,7,0,11,16,3,2,24,0,1,62,2000.0,121003.0
128,nm0000165,3,0,0,0,0,5,0,1,0,5,1,0,1,0,0,0,0,3,0,0,0,0,2,7,1974.0,20585.0
129,nm0000166,3,0,0,3,2,9,0,4,0,16,1,1,0,0,1,0,2,8,2,1,5,0,0,19,2003.0,98685.0
130,nm0000167,0,0,0,1,0,5,0,3,0,3,1,2,0,0,1,0,1,2,2,0,1,0,0,7,2003.0,61192.0
131,nm0000168,34,0,5,26,2,16,0,32,3,37,7,6,2,2,4,2,14,3,8,3,36,0,2,72,2007.0,196802.0
132,nm0000169,21,0,0,13,4,8,0,22,0,33,1,2,3,5,1,2,8,4,6,1,23,0,3,47,1999.0,112287.0
133,nm0000170,17,0,0,9,1,2,0,5,0,9,0,5,1,1,11,0,8,2,10,1,11,0,0,26,2007.0,104822.0
134,nm0000171,1,0,0,2,1,6,0,6,0,16,6,1,0,0,2,1,8,5,0,0,7,0,0,20,2004.0,30113.0
135,nm0000172,8,0,1,4,4,16,0,27,0,45,3,2,4,3,3,7,8,9,3,0,24,0,1,60,1993.0,80241.0
136,nm0000173,5,0,0,8,9,10,2,12,1,41,1,4,1,7,5,2,13,15,3,1,19,0,1,52,2007.0,88535.0
137,nm0000174,17,0,2,8,3,5,0,19,0,22,2,3,0,2,3,3,8,8,5,0,17,0,1,36,2000.0,135290.0
138,nm0000176,2,0,0,1,0,5,1,3,0,13,3,1,1,1,1,1,2,13,0,0,3,1,0,20,1989.0,13808.0
139,nm0000177,2,0,1,2,2,24,0,9,0,21,2,2,1,2,0,2,3,16,0,0,3,0,1,36,2001.0,41860.0
140,nm0000178,5,0,0,2,5,9,0,9,0,27,3,1,0,1,0,1,5,11,0,1,12,0,2,29,2001.0,37073.0
141,nm0000179,10,0,0,10,2,8,0,14,0,27,2,3,2,4,2,1,9,14,7,0,15,0,0,38,2007.0,143881.0
142,nm0000181,2,0,0,0,0,3,0,1,0,2,2,0,0,0,1,0,0,2,1,0,1,0,0,4,1997.0,37204.0
143,nm0000182,4,0,1,1,1,13,0,9,0,14,3,2,0,1,1,3,1,11,2,1,8,0,0,24,2007.0,59709.0
144,nm0000183,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2012.0,25614.0
145,nm0000185,29,0,1,9,0,2,0,11,0,10,1,2,1,1,3,0,1,0,7,0,23,0,0,30,2003.0,29688.0
146,nm0000186,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017.0,27156.0
147,nm0000187,1,0,2,3,1,6,0,2,0,5,2,2,0,1,0,2,0,1,0,1,0,0,0,8,1995.0,43542.0
148,nm0000188,2,0,1,4,0,31,1,5,0,12,8,4,0,0,0,1,4,13,2,0,1,0,1,34,1994.0,50822.0
149,nm0000190,9,0,3,9,6,20,0,12,0,27,4,4,2,4,0,2,7,5,3,2,9,0,0,41,2008.0,211794.0
150,nm0000191,11,0,3,15,3,15,1,12,0,38,5,11,3,6,2,6,7,14,8,0,16,0,1,51,2007.0,158695.0
151,nm0000192,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,2004.0,14525.0
152,nm0000193,3,0,1,0,1,10,1,6,0,27,2,4,1,1,3,2,7,13,2,0,10,0,1,31,1998.0,56828.0
153,nm0000194,8,0,0,5,3,22,1,8,0,48,0,1,0,1,2,2,13,20,6,0,18,0,0,59,2007.0,109952.0
154,nm0000195,8,0,4,8,1,30,0,4,0,19,6,7,4,2,1,2,2,9,0,2,2,0,0,34,2000.0,145712.0
155,nm0000196,6,0,6,14,0,18,0,10,0,1,6,6,0,0,0,3,0,2,8,0,0,0,0,19,1999.0,303002.0
156,nm0000197,3,0,0,5,1,16,0,13,0,33,0,7,0,1,4,1,3,11,2,0,13,0,4,42,1985.0,181068.0
157,nm0000198,16,0,1,9,6,6,0,16,0,30,1,4,1,4,4,2,3,7,9,0,24,0,1,42,2005.0,183115.0
158,nm0000199,7,0,0,2,6,9,0,26,0,41,2,1,2,6,2,1,11,8,1,2,20,0,0,44,1996.0,221546.0
159,nm0000200,12,0,0,5,1,6,0,10,0,15,1,2,1,2,5,0,2,3,4,0,15,0,1,27,1998.0,121832.0
160,nm0000201,6,0,2,4,1,20,1,6,0,28,4,9,0,0,5,1,3,19,1,0,6,0,0,39,1998.0,94182.0
161,nm0000202,7,0,0,2,3,4,0,8,0,19,0,4,2,3,2,1,5,1,3,0,13,0,0,24,2009.0,53009.0
162,nm0000203,0,0,0,3,0,5,0,2,0,8,1,1,0,0,1,2,0,4,1,0,1,0,1,9,1989.0,69144.0
163,nm0000204,12,0,0,10,4,10,0,1,0,24,1,11,1,3,3,2,0,10,6,0,4,0,1,35,2009.0,348010.0
164,nm0000205,2,0,0,0,0,12,0,1,0,11,0,1,0,0,2,1,1,5,1,0,2,0,0,15,2006.0,46856.0
165,nm0000206,20,0,1,11,1,15,0,13,0,29,1,6,0,1,5,3,6,9,15,2,21,0,0,48,2004.0,201741.0
166,nm0000207,1,0,1,3,3,11,0,2,0,15,4,3,1,1,4,2,4,9,0,0,3,0,0,21,2003.0,60340.0
167,nm0000208,1,0,0,1,0,8,0,2,0,8,0,0,0,0,0,0,0,7,1,0,1,0,0,12,1993.0,62777.0
168,nm0000209,7,0,0,5,2,14,0,8,0,21,1,2,1,2,1,1,5,6,4,1,9,0,0,27,1998.0,207113.0
169,nm0000210,4,0,1,5,5,25,1,10,0,32,5,4,1,3,2,0,4,22,1,0,11,0,0,44,2002.0,123907.0
170,nm0000211,3,0,0,2,0,2,0,5,0,8,2,1,0,0,1,0,2,1,1,0,5,0,0,9,1991.0,13427.0
171,nm0000212,6,0,1,2,2,18,0,4,0,18,1,4,1,1,0,1,5,20,1,0,6,0,0,29,1996.0,61023.0
172,nm0000213,2,0,2,1,4,14,0,4,0,19,2,4,0,3,4,1,0,14,2,0,3,0,0,28,2001.0,106162.0
173,nm0000214,1,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,4,1989.0,135723.0
174,nm0000215,2,0,1,3,2,26,1,10,3,46,4,5,0,0,4,1,7,21,2,2,12,1,0,55,1998.0,40042.0
175,nm0000216,26,0,0,13,0,8,0,8,0,6,2,5,0,0,3,0,5,0,11,0,16,0,2,32,1996.0,214285.0
176,nm0000217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999.0,3608.0
177,nm0000218,3,0,0,3,2,14,0,9,2,43,0,0,4,3,0,3,9,21,0,1,10,0,1,49,2005.0,27535.0
178,nm0000219,11,0,0,2,0,1,0,7,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,11,1995.0,37941.0
179,nm0000220,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1989.0,60628.0
180,nm0000221,18,0,1,5,0,13,0,9,0,11,1,1,6,0,2,0,2,7,3,2,8,0,1,29,1991.0,63214.0
181,nm0000222,0,0,0,2,0,4,0,0,0,3,2,1,0,0,2,0,1,2,1,1,1,0,0,7,2000.0,28236.0
182,nm0000223,6,0,0,2,1,6,0,5,0,15,1,0,1,1,5,1,4,8,2,1,10,0,0,21,2000.0,66155.0
183,nm0000224,1,0,0,0,0,8,1,4,0,6,0,1,0,0,2,2,1,7,0,0,3,0,0,12,2002.0,43809.0
184,nm0000225,13,0,1,6,0,9,0,15,0,20,2,3,0,0,2,1,5,5,1,0,17,0,1,32,1999.0,46888.0
185,nm0000226,17,0,1,12,5,15,0,5,0,15,3,6,1,3,1,0,3,5,8,5,11,0,0,32,2009.0,293484.0
186,nm0000227,4,0,0,0,3,4,0,7,0,18,1,4,1,1,2,1,3,5,2,2,10,0,1,22,2008.0,25053.0
187,nm0000228,5,0,1,3,4,12,0,16,0,28,3,1,1,1,0,1,8,2,4,0,13,0,0,35,2002.0,224509.0
188,nm0000230,31,0,2,12,1,8,0,17,0,22,2,1,5,0,1,0,1,2,4,11,22,0,0,44,1995.0,137943.0
189,nm0000232,9,0,1,4,2,10,0,5,0,22,1,1,0,1,3,0,5,8,3,0,15,0,2,32,1999.0,64019.0
190,nm0000233,2,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1997.0,124264.0
191,nm0000234,14,0,3,10,4,13,0,10,0,24,4,8,1,1,2,1,6,10,4,1,13,0,1,41,2008.0,154398.0
192,nm0000235,3,0,0,1,2,13,1,10,0,18,1,2,0,3,2,1,5,16,4,0,10,0,0,29,2003.0,191984.0
193,nm0000236,2,0,1,2,0,12,0,2,0,7,2,3,0,0,2,0,1,3,1,1,6,0,0,15,1998.0,44851.0
194,nm0000237,16,0,1,3,2,12,2,18,0,24,2,2,0,0,1,3,5,8,2,0,22,0,2,42,2000.0,134437.0
195,nm0000238,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1993.0,2168.0
196,nm0000239,3,0,0,2,0,7,0,3,0,11,0,0,0,0,1,1,2,7,3,0,3,0,0,15,2003.0,111922.0
197,nm0000240,2,0,0,1,1,4,0,3,0,7,0,0,1,0,2,0,2,2,0,0,3,0,1,9,2003.0,52250.0
198,nm0000241,35,0,0,8,1,4,0,17,0,17,0,0,1,1,1,0,2,2,8,1,25,0,0,35,2001.0,41033.0
199,nm0000242,28,0,1,13,6,18,0,21,0,28,2,3,2,5,0,1,2,4,5,2,24,0,0,52,2011.0,181855.0
200,nm0000243,20,0,0,3,8,5,0,23,0,37,1,2,3,3,0,1,9,5,4,2,29,0,1,46,2003.0,162106.0
201,nm0000244,11,0,0,10,3,13,0,8,0,24,2,7,1,3,6,0,6,12,8,0,8,0,0,42,2002.0,167044.0
202,nm0000245,1,0,7,15,3,39,0,6,0,32,21,13,2,1,1,0,3,11,5,1,6,0,0,51,1998.0,138618.0
203,nm0000246,28,0,2,11,1,22,0,26,0,27,2,3,4,0,2,1,11,6,7,0,37,0,2,56,2002.0,233346.0
204,nm0000249,9,0,1,3,1,5,0,14,0,24,1,2,1,2,3,0,6,6,1,2,14,0,0,28,1992.0,73452.0
205,nm0000250,1,0,2,5,5,15,1,6,0,20,3,0,1,3,1,1,3,15,0,0,5,0,1,28,2005.0,91871.0
206,nm0000254,4,0,0,0,5,14,0,10,1,32,0,0,1,4,5,1,6,14,0,0,6,0,0,40,1992.0,8467.0
207,nm0000255,18,0,0,11,3,12,0,12,0,26,0,9,1,3,0,0,7,13,7,2,16,0,0,44,2009.0,234272.0
208,nm0000256,4,0,0,4,0,2,0,0,0,6,0,1,1,0,4,0,3,1,1,0,5,0,1,10,1983.0,31373.0
209,nm0000257,3,0,0,0,1,10,0,2,0,9,0,1,0,1,2,0,2,7,0,1,4,0,0,16,1992.0,56497.0
