,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films_y,anneeSortie,nbVotes
26476,nm2110418,3,0,1,3,0,2,0,1,0,3,1,2,0,0,0,0,1,1,2,0,2,0,0,6,2019.0,184345.0
26477,nm2110485,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2016.0,48918.0
26478,nm2110814,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2008.0,6223.0
26479,nm2111196,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,7887.0
26480,nm2111303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2022.0,19640.0
26481,nm2111904,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006.0,2323.0
26482,nm2112748,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,2832.0
26483,nm2113653,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,2,1,1,1,1,0,0,4,2014.0,11167.0
26484,nm2113939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2006.0,1645.0
26485,nm2114493,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,41456.0
26486,nm2114691,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,8409.0
26487,nm2114724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2019.0,58260.0
26488,nm2114889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2018.0,219364.0
26489,nm2115403,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,3229.0
26490,nm2116419,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2010.0,2782.0
26491,nm2117080,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1997.0,2969.0
26492,nm2118257,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,6545.0
26493,nm2118328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2005.0,3773.0
26494,nm2118666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,2014.0,2528.0
26495,nm2120507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2020.0,1293.0
26496,nm2120560,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,7709.0
26497,nm2121450,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,1130.0
26498,nm2121541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,1249.0
26499,nm2124399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2013.0,17026.0
26500,nm2124745,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2017.0,803.0
26501,nm2125623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2017.0,7035.0
26502,nm2126101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2019.0,1557.0
26503,nm2126354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2008.0,7523.0
26504,nm2126366,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,928.0
26505,nm2127038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2008.0,20292.0
26506,nm2127794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,16.0
26507,nm2128801,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,3538.0
26508,nm2128985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,12.0
26509,nm2129444,0,0,0,0,0,0,0,1,0,5,0,2,0,0,2,0,1,1,0,0,2,0,0,5,2017.0,24884.0
26510,nm2129662,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,2020.0,195924.0
26511,nm2129881,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,1733.0
26512,nm2129938,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2014.0,52564.0
26513,nm2129984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,1177.0
26514,nm2130040,0,0,0,0,1,2,0,0,0,17,0,1,1,1,0,1,2,3,0,0,2,0,0,18,2016.0,4225.0
26515,nm2130958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2022.0,6803.0
26516,nm2131541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2016.0,1460.0
26517,nm2131930,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2018.0,1056.0
26518,nm2132555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,21.0
26519,nm2132924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,443.0
26520,nm2133029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008.0,1123.0
26521,nm2133583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,1134.0
26522,nm2134806,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2017.0,3488.0
26523,nm2135691,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,164.0
26524,nm2135954,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2007.0,1570.0
26525,nm2137359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005.0,21.0
26526,nm2137495,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,1733.0
26527,nm2138257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2011.0,9043.0
26528,nm2138653,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2017.0,99096.0
26529,nm2139732,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2017.0,9.0
26530,nm2140346,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2021.0,2190.0
26531,nm2140485,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,1320.0
26532,nm2140625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2010.0,5538.0
26533,nm2140860,4,0,0,1,0,2,0,4,0,11,0,0,0,0,9,0,7,1,5,0,11,0,1,17,2019.0,58647.0
26534,nm2141003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024.0,4882.0
26535,nm2142328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971.0,7810.0
26536,nm2142336,1,0,0,1,0,1,0,5,0,10,0,0,0,0,2,0,5,2,0,0,4,0,0,10,2017.0,50530.0
26537,nm2143282,2,0,0,2,1,1,0,0,0,3,0,0,0,0,4,0,2,0,4,1,2,0,0,7,2020.0,298771.0
26538,nm2143363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,14.0
26539,nm2143950,2,0,0,0,0,3,0,3,0,8,0,0,1,0,0,0,1,5,1,0,1,0,0,9,2016.0,4875.0
26540,nm2144959,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2007.0,383.0
26541,nm2145177,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2011.0,4468.0
26542,nm2146022,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,2,2013.0,14896.0
26543,nm2146564,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2018.0,6659.0
26544,nm2146938,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2019.0,95.0
26545,nm2147000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013.0,1566.0
26546,nm2147139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,1636.0
26547,nm2147876,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,15813.0
26548,nm2148665,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006.0,2323.0
26549,nm2148911,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,3,0,0,3,2018.0,23736.0
26550,nm2149142,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2022.0,2789.0
26551,nm2149245,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015.0,12701.0
26552,nm2150475,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2010.0,543.0
26553,nm2151126,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,1,0,0,0,2,0,0,4,2021.0,19188.0
26554,nm2151415,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018.0,2622.0
26555,nm2151626,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2009.0,36358.0
26556,nm2152238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,842.0
26557,nm2154960,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2018.0,71566.0
26558,nm2155525,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2014.0,8969.0
26559,nm2155527,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2018.0,6951.0
26560,nm2156073,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021.0,7730.0
26561,nm2156892,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2012.0,983.0
26562,nm2156989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2024.0,1768.0
26563,nm2157503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,896.0
26564,nm2159926,3,0,1,2,0,7,0,1,0,4,0,0,0,0,0,0,0,2,2,0,1,0,0,8,2016.0,155254.0
26565,nm2160876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,116.0
26566,nm2161431,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,9936.0
26567,nm2161452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,1316.0
26568,nm2161889,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,3,2021.0,410.0
26569,nm2161895,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,6.0
26570,nm2162346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2020.0,667.0
26571,nm2162501,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2022.0,105.0
26572,nm2162566,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2007.0,1784.0
26573,nm2163092,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,2,1,2,0,2,0,0,4,2017.0,1708.0
26574,nm2163344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,2607.0
26575,nm2163571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,36899.0
26576,nm2164512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2008.0,20292.0
26577,nm2165214,0,0,0,2,0,2,0,0,0,7,0,1,0,0,1,0,1,1,0,0,2,0,0,8,2015.0,694.0
26578,nm2165360,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2008.0,1733.0
26579,nm2166469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,2016.0,58102.0
26580,nm2166477,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2016.0,114045.0
26581,nm2166785,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2015.0,30.0
26582,nm2166833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2011.0,1821.0
26583,nm2167445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014.0,14017.0
26584,nm2167467,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2006.0,3720.0
26585,nm2167957,2,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,2,0,1,0,3,0,0,3,2016.0,14656.0
26586,nm2168613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,1984.0
26587,nm2168632,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,2,2008.0,6823.0
26588,nm2168927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2021.0,26806.0
26589,nm2169092,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2007.0,2053.0
26590,nm2169358,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1961.0,1622.0
26591,nm2169630,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,14.0
26592,nm2169665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2022.0,6881.0
26593,nm2169689,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2008.0,830.0
26594,nm2169779,2,0,0,6,0,13,0,0,0,11,0,4,0,0,2,0,1,1,3,1,5,0,1,17,2016.0,1785.0
26595,nm2169826,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2018.0,2123.0
26596,nm2170026,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2007.0,1784.0
26597,nm2171480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2010.0,2457.0
26598,nm2171898,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2014.0,60334.0
26599,nm2172460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016.0,1614.0
26600,nm2172509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008.0,92.0
26601,nm2172581,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2020.0,1227.0
26602,nm2173080,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2022.0,3525.0
26603,nm2173724,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2021.0,414.0
26604,nm2174090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015.0,4599.0
26605,nm2174122,3,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,3,2021.0,4327.0
26606,nm2174227,2,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2010.0,4668.0
26607,nm2174347,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,2075.0
26608,nm2175143,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2009.0,75165.0
26609,nm2175317,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014.0,2652.0
26610,nm2175329,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2020.0,2232.0
26611,nm2175732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2009.0,62404.0
26612,nm2176100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2005.0,16832.0
26613,nm2176554,0,0,0,1,0,9,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,9,2013.0,1338.0
26614,nm2176563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,50.0
26615,nm2177405,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2016.0,434.0
26616,nm2177523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2022.0,4591.0
26617,nm2177528,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,3,2017.0,11848.0
26618,nm2177933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2018.0,219364.0
26619,nm2178959,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2009.0,155490.0
26620,nm2179180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2014.0,40535.0
26621,nm2179185,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006.0,311784.0
26622,nm2180198,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,1675.0
26623,nm2180397,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2011.0,849.0
26624,nm2181128,0,0,0,2,1,2,0,1,0,4,1,1,0,0,1,0,1,0,1,0,2,0,0,5,2022.0,68519.0
26625,nm2181744,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,1852.0
26626,nm2182034,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2007.0,82961.0
26627,nm2182124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2006.0,3604.0
26628,nm2182161,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023.0,4740.0
26629,nm2182415,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012.0,6439.0
26630,nm2182460,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2012.0,1023.0
26631,nm2182605,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2014.0,312.0
26632,nm2182629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,772.0
26633,nm2184473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,77.0
26634,nm2184615,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,54.0
26635,nm2185308,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2008.0,4334.0
26636,nm2185462,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2018.0,7172.0
26637,nm2185539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2012.0,6249.0
26638,nm2185886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006.0,341.0
26639,nm2186682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2012.0,5434.0
26640,nm2186762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,1031.0
26641,nm2186865,1,0,0,0,0,3,0,1,0,4,0,1,0,0,1,0,0,0,1,0,1,0,0,6,2021.0,143370.0
26642,nm2187568,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2021.0,3615.0
26643,nm2187603,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,0,3,0,0,0,0,0,3,2008.0,44794.0
26644,nm2188804,0,0,0,0,0,12,0,2,0,6,1,0,0,0,0,2,1,1,0,0,0,0,0,12,2017.0,858.0
26645,nm2188943,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2009.0,74.0
26646,nm2189243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2022.0,4517.0
26647,nm2189563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009.0,240.0
26648,nm2189599,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970.0,25.0
26649,nm2189710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2010.0,36.0
26650,nm2190133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2022.0,3247.0
26651,nm2190933,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2009.0,1988.0
26652,nm2191046,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2009.0,4230.0
26653,nm2191570,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,1487.0
26654,nm2192012,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,131.0
26655,nm2193120,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,1,0,1,0,0,3,2020.0,5751.0
26656,nm2194066,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014.0,21.0
26657,nm2194145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007.0,137.0
26658,nm2194971,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2006.0,1326.0
26659,nm2196022,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008.0,3068.0
26660,nm2196426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0,1334.0
26661,nm2196500,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2006.0,26517.0
26662,nm2196661,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2014.0,174.0
26663,nm2196708,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2020.0,2460.0
26664,nm2196711,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,131.0
26665,nm2196750,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005.0,131.0
26666,nm2196971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,101.0
26667,nm2197228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004.0,13.0
26668,nm2197298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2010.0,199802.0
26669,nm2197353,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2007.0,13320.0
26670,nm2197560,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021.0,8841.0
26671,nm2198494,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2007.0,22491.0
26672,nm2199194,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2011.0,19.0
26673,nm2199632,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2006.0,341989.0
26674,nm2199664,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2006.0,341989.0
26675,nm2200596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013.0,7.0
26676,nm2200639,1,0,0,0,0,0,0,1,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,3,2019.0,19180.0
26677,nm2200658,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2022.0,12081.0
26678,nm2201022,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014.0,2061.0
26679,nm2201027,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,4618.0
26680,nm2201055,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2007.0,38567.0
26681,nm2201555,1,0,0,1,0,13,0,2,0,6,0,1,0,0,1,0,1,7,1,0,3,0,0,14,2018.0,54991.0
26682,nm2201960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2006.0,42629.0
