,nconst,Action,Actualités,Animation,Aventure,Biographie,Comédie,Comédiemusicale,Crime,Documentaire,Drame,Famille,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Sport,Thriller,Téléfilm,Western,nb_films,anneeSortie,nbVotes
1595,nm0138893,0,0,0,0,0,1,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1967.0,256.0
1596,nm0138927,2,0,0,1,1,0,0,0,0,5,1,2,1,1,0,0,0,1,0,0,1,0,0,6,2013.0,58782.0
1597,nm0139081,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2023.0,34516.0
1598,nm0139111,0,0,0,0,0,3,0,0,0,4,0,1,0,0,0,0,0,3,1,0,0,0,0,4,1993.0,9140.0
1599,nm0139239,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1981.0,1604.0
1600,nm0139461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1987.0,2802.0
1601,nm0139569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1999.0,14.0
1602,nm0139743,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2024.0,2505.0
1603,nm0139867,1,0,0,1,0,5,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,5,2007.0,53119.0
1604,nm0140196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002.0,14645.0
