,nconst
211607,nm0753666
211608,nm0377882
211609,nm0530365
211610,nm0004382
211617,nm0038449
211618,nm0099134
211619,nm0201669
211620,nm0303826
211627,nm0041339
211628,nm1443247
211629,nm0073384
211630,nm0186535
211637,nm0001376
211638,nm0072768
211639,nm0000767
211640,nm0002100
211648,nm0001250
211649,nm0487254
211650,nm0098793
211651,nm0246362
211658,nm0129546
211659,nm0169311
211660,nm0311688
211661,nm0321160
211666,nm0001929
211667,nm0000483
211668,nm0266890
211669,nm0000804
211676,nm0701327
211677,nm0220015
211678,nm0836681
211679,nm0488477
211686,nm0723623
211687,nm0655582
211688,nm0320762
211689,nm0377882
211696,nm0759896
211697,nm1032568
211698,nm1032568
211699,nm0872835
211713,nm0024971
211714,nm0324664
211715,nm0875032
211716,nm0649525
211723,nm0216470
211724,nm0004248
211725,nm0056763
211726,nm0814718
211733,nm0557859
211734,nm0077449
211735,nm0001025
211736,nm0152647
211743,nm0174082
211744,nm0359330
211745,nm0274097
211746,nm0220454
211753,nm0320808
211754,nm0092184
211755,nm0297004
211756,nm0087141
211763,nm0751606
211764,nm0836683
211765,nm0031785
211766,nm0320762
211773,nm0716709
211774,nm0017208
211775,nm0308041
211776,nm0225789
211783,nm0003133
211784,nm0894677
211785,nm0870923
211786,nm0128844
211793,nm0591891
211794,nm0894563
211795,nm0868881
211796,nm0952010
211803,nm0506576
211804,nm0618651
211805,nm0638179
211806,nm1023870
211813,nm0066095
211814,nm0086992
211815,nm0182496
211816,nm0220971
211823,nm0144812
211824,nm0873005
211825,nm0031785
211826,nm0039967
211833,nm0310865
211834,nm0371891
211835,nm0149260
211836,nm0268543
211841,nm0873005
211842,nm0210218
211843,nm0153340
211844,nm0904273
211851,nm0000901
211852,nm0000272
211853,nm0723623
211854,nm0001095
211858,nm0077449
211859,nm0116254
211860,nm0753696
211861,nm0277229
211868,nm0031785
211869,nm0000882
211870,nm0167388
211871,nm0000208
211879,nm0488477
211880,nm0432040
211881,nm0603586
211882,nm0483776
211889,nm0634159
211890,nm0432040
211891,nm0081175
211892,nm0434432
211899,nm0524528
211900,nm0850014
211901,nm0553402
211902,nm0034079
211909,nm0661567
211910,nm0406709
211911,nm0412658
211912,nm0412659
211919,nm0067959
211920,nm0001250
211921,nm0040939
211922,nm0075650
211923,nm0598857
211930,nm0000767
211931,nm0116254
211932,nm0000966
211933,nm0293739
211940,nm0000852
211941,nm0439720
211942,nm0946179
211943,nm0683078
211950,nm0049414
211951,nm0677597
211952,nm0275219
211953,nm0808696
211960,nm0030132
211961,nm0150701
211962,nm7420560
211963,nm7420561
211970,nm0719224
211971,nm0719220
211972,nm0756162
211973,nm0814719
211980,nm0000809
211981,nm0863816
211982,nm0001594
211983,nm0488477
211990,nm0001965
211991,nm0954704
211992,nm0001095
211993,nm0183675
212000,nm0020840
212001,nm0090036
212002,nm0149309
212003,nm1113728
212008,nm0000307
212009,nm0001960
212010,nm0873005
212011,nm0959897
212018,nm0550341
212019,nm0480942
212020,nm1222950
212021,nm0301556
212029,nm0094839
212030,nm0929719
212031,nm0007706
212032,nm0152647
212033,nm0815668
212034,nm0716578
212041,nm0342393
212042,nm0319810
212043,nm0534468
212044,nm0417959
212051,nm0255362
212052,nm0368958
212053,nm0073457
212054,nm0321907
212061,nm0244782
212062,nm0187678
212063,nm0529747
212064,nm1095973
212071,nm0310865
212072,nm0299695
212073,nm0089801
212074,nm0029272
212081,nm0814532
212082,nm0000767
212083,nm0352157
212084,nm0943095
212091,nm0000365
212092,nm0508085
212093,nm0681566
212094,nm0681566
212104,nm0959113
212105,nm0136001
212106,nm0508085
212107,nm0448646
212114,nm0303826
212115,nm0220109
212116,nm1330980
212117,nm0854493
212124,nm0512071
212125,nm0244850
212126,nm0859740
212127,nm0895759
212134,nm0721469
212135,nm0244999
212136,nm0553571
212137,nm0736626
212144,nm0494169
212145,nm0581838
212146,nm0342759
212147,nm0467910
212151,nm0001965
212152,nm0725794
212153,nm0148996
212154,nm0054177
212162,nm0134593
212163,nm0875585
212164,nm0128826
212165,nm0646617
212172,nm0001993
212173,nm0758757
212174,nm0148142
212175,nm0547339
212182,nm0194759
212183,nm0040939
212184,nm0946160
212185,nm0755894
212192,nm0603586
212193,nm0220016
212194,nm0560962
212195,nm0281867
212202,nm0025445
212203,nm0003073
212204,nm0078839
212205,nm0086924
212212,nm0146431
212213,nm0756752
212214,nm0604331
212215,nm0892600
212216,nm0704322
212223,nm0105475
212224,nm0954704
212225,nm0897811
212226,nm0013247
212233,nm0734000
212234,nm0133899
212235,nm0445102
212236,nm0780044
212243,nm0703364
212244,nm0167509
212245,nm0044239
212246,nm0913786
212253,nm0004248
212254,nm0000852
212255,nm0302105
212256,nm0320760
212260,nm0001960
212261,nm0693799
212262,nm0959897
212263,nm0001965
212271,nm0293889
212272,nm0221903
212273,nm0700269
212274,nm0508293
212281,nm0600268
212282,nm0176187
212283,nm0144583
212284,nm0483249
212291,nm0706921
212292,nm0822004
212293,nm0664388
212294,nm0320519
212301,nm0092291
212302,nm0131178
212303,nm0131182
212304,nm0224466
212306,nm0687914
212307,nm0050210
212308,nm0133713
212309,nm0099356
212316,nm0004380
212317,nm0782561
212318,nm0001965
212319,nm0687914
212326,nm0381695
212327,nm0255850
212328,nm0004650
212329,nm0274008
212335,nm0297004
212336,nm0268626
212337,nm0099084
212338,nm0487022
212345,nm0723865
212346,nm0152647
212347,nm0853396
212348,nm1223416
212351,nm0653640
212352,nm0445185
212353,nm1946948
212354,nm1947524
212357,nm0141140
212358,nm0362854
212359,nm0174663
212360,nm0630631
212367,nm0512071
212368,nm0183660
212369,nm0075710
212370,nm0423382
212377,nm0000366
212378,nm0000366
212379,nm0681566
212380,nm0693799
212388,nm0004380
212389,nm0959113
212390,nm0255362
212391,nm0042104
212401,nm0529591
212402,nm0539022
212403,nm0751606
212404,nm0681714
212411,nm0001461
212412,nm0744936
212413,nm0244019
212414,nm0846548
212421,nm0050210
212422,nm0161701
212423,nm0524217
212424,nm0516652
212431,nm0320481
212432,nm0445102
212433,nm0146165
212434,nm0488417
212441,nm0146431
212442,nm0115730
212443,nm0274088
212444,nm0445715
212445,nm0105835
212453,nm0678979
212454,nm0216154
212455,nm0480710
212456,nm0432511
212460,nm0220979
212461,nm0730657
212462,nm0954228
212463,nm0955928
212470,nm0239430
212471,nm0039967
212472,nm0050210
212473,nm0844435
212480,nm0146431
212481,nm0001461
212482,nm0102518
212483,nm0310865
212484,nm0587373
212488,nm0856506
212489,nm0077346
212490,nm0173868
212491,nm0685494
212498,nm0183660
212499,nm0220016
212500,nm0320808
212501,nm0513375
212508,nm0303826
212509,nm0530581
212510,nm0000899
212511,nm0169859
212518,nm0034079
212519,nm0034079
212520,nm0603586
212521,nm0603586
212531,nm0001409
212532,nm0000365
212533,nm0650849
212534,nm0040545
212542,nm0893830
212543,nm0354210
212544,nm0300945
212545,nm0864415
212552,nm0023832
212553,nm0904273
212554,nm0045625
212555,nm0721469
212562,nm0524528
212563,nm0244707
212564,nm0002100
212565,nm0594023
212572,nm0001376
212573,nm0634159
212574,nm0075650
212575,nm0153340
212582,nm0487254
212583,nm0001250
212584,nm0749222
212585,nm0196076
212592,nm0239430
212593,nm0100280
212594,nm0644023
212595,nm0600180
212602,nm0747690
212603,nm0747690
212604,nm0156228
212605,nm0156228
212619,nm0001560
212620,nm0529543
212621,nm0152647
212622,nm0551217
212629,nm0501256
212630,nm0244707
212631,nm0452161
212632,nm0144812
212639,nm0110504
212640,nm0346306
212641,nm0803263
212642,nm0074168
212649,nm0643130
212650,nm0067169
212651,nm0126878
212652,nm0173243
212659,nm0183804
212660,nm0237835
212661,nm0511943
212662,nm0414185
212669,nm0092184
212670,nm0040939
212671,nm0359331
212672,nm0745993
212679,nm0579043
212680,nm0164750
212681,nm0144589
212682,nm0716719
212689,nm0000047
212690,nm0634159
212691,nm0845270
212692,nm0359894
212699,nm0077449
212700,nm0055129
212701,nm0210218
212702,nm0245974
212709,nm0303826
212710,nm0951456
212711,nm0959113
212712,nm0946179
212719,nm0000654
212720,nm0581832
212721,nm0210218
212722,nm0237835
212729,nm0336203
212730,nm0336203
212731,nm0004381
212732,nm0004381
212741,nm0674340
212742,nm0684500
212743,nm0699545
212744,nm0201319
212751,nm0004133
212752,nm0152647
212753,nm0255362
212754,nm0320762
212761,nm0719224
212762,nm0000852
212763,nm0725794
212764,nm0310865
212771,nm0296594
212772,nm0439748
212773,nm0107455
212774,nm0182946
212781,nm0553402
212782,nm0034079
212783,nm0391270
212784,nm0383750
212791,nm0873005
212792,nm0220016
212793,nm0836681
212794,nm0722657
212801,nm0637050
212802,nm0674701
212803,nm0685494
212804,nm0144045
212811,nm0288271
212812,nm0001409
212813,nm0390458
212814,nm0034079
212821,nm0167388
212822,nm0503800
212823,nm0004381
212824,nm0136001
212831,nm0194759
212832,nm0645972
212833,nm0818891
212834,nm0617585
212841,nm0439344
212842,nm0083150
212843,nm0210052
212844,nm0183440
212851,nm1383933
212852,nm1383937
212853,nm1383938
212854,nm0045866
212861,nm0000804
212862,nm0000804
212863,nm0740067
212864,nm0740067
212875,nm0100186
212876,nm0006807
212877,nm0082249
212878,nm0890248
212885,nm0604331
212886,nm0894677
212887,nm0334840
212888,nm2941119
212895,nm0786891
212896,nm0431033
212897,nm0293739
212898,nm0155134
212905,nm0107035
212906,nm0415283
212907,nm0015961
212908,nm0890248
212915,nm0042104
212916,nm0932870
212917,nm0025338
212918,nm0833240
212925,nm1090173
212926,nm1090100
212927,nm1090950
212928,nm1089061
212935,nm0001461
212936,nm0218843
212937,nm0094782
212938,nm0094993
212945,nm0747384
212946,nm0959113
212947,nm0031785
212948,nm0723623
212955,nm0214453
212956,nm0414857
212957,nm0874545
212958,nm0810508
212959,nm0003133
212960,nm0767604
212961,nm0894677
212962,nm0079341
212969,nm0346363
212970,nm0530418
212971,nm0674695
212972,nm0856283
212979,nm0452161
212980,nm0512071
212981,nm0075710
212982,nm0075163
212989,nm0767604
212990,nm0894677
212991,nm0155134
212992,nm0800576
212999,nm0900143
213000,nm0740067
213001,nm0396136
213002,nm0111610
213009,nm0059824
213010,nm0321708
213011,nm0322963
213012,nm0611166
213015,nm0109725
213016,nm0674877
213017,nm0785676
213018,nm0404021
213025,nm0000419
213026,nm0000419
213028,nm0038449
213029,nm0117661
213030,nm0201669
213031,nm0583681
213038,nm0452161
213039,nm0144812
213040,nm0836681
213041,nm0167467
213048,nm0040939
213049,nm0487017
213050,nm0171811
213051,nm0014285
213058,nm0003337
213059,nm0677595
213060,nm0261161
213061,nm0999190
213068,nm0861980
213069,nm0618795
213070,nm0603446
213071,nm0432040
213078,nm0800302
213079,nm0239447
213080,nm0498911
213081,nm1220735
213086,nm0239764
213087,nm0464279
213088,nm0128006
213089,nm0102617
213092,nm0000882
213093,nm0244999
213094,nm0201669
213095,nm0094746
213103,nm0040822
213104,nm0049235
213105,nm0054531
213106,nm1419448
213113,nm0228025
213114,nm0320808
213115,nm0503800
213116,nm0871025
213123,nm11043292
213124,nm11043293
213125,nm11043294
213126,nm11043295
213129,nm0167509
213130,nm0915320
213131,nm0229305
213132,nm0527762
213133,nm0154290
213134,nm0110496
213135,nm0269614
213142,nm0062725
213143,nm0207578
213144,nm0385261
213145,nm0558975
213151,nm0956402
213152,nm0224403
213153,nm4709440
213154,nm0269682
213161,nm0005134
213162,nm0593306
213163,nm0001393
213164,nm0677621
213171,nm0244151
213172,nm0536095
213173,nm0299663
213174,nm0796316
213181,nm0769811
213182,nm0925943
213183,nm0365107
213184,nm0528761
213191,nm0092381
213192,nm0244707
213193,nm0487254
213194,nm0784523
213201,nm0034390
213202,nm0747690
213203,nm1035350
213204,nm0219257
213211,nm0252590
213212,nm0482226
213213,nm0756423
213214,nm0898317
213221,nm0498876
213222,nm0490334
213223,nm0088396
213224,nm0105482
213232,nm0900557
213233,nm0100186
213234,nm0514059
213235,nm0105482
213242,nm0019876
213243,nm0152955
213244,nm0158936
213245,nm0184276
213252,nm0701327
213253,nm0938381
213254,nm0252979
213255,nm0335801
213262,nm0001393
213263,nm0209030
213264,nm0166507
213265,nm0139107
213272,nm0283619
213273,nm0283619
213274,nm0732877
213275,nm0597816
213283,nm0480816
213284,nm0480816
213285,nm0095276
213286,nm0095276
213300,nm0396136
213301,nm0670964
213302,nm0167509
213303,nm0864081
213310,nm0359894
213311,nm0590996
213312,nm0622069
213313,nm0201833
213320,nm0664687
213321,nm0825957
213322,nm0313280
213323,nm0320871
213330,nm0176061
213331,nm0154317
213332,nm0181867
213333,nm0361824
213340,nm0176061
213341,nm0899994
213342,nm0888603
213343,nm0549150
213350,nm0105475
213351,nm0598388
213352,nm0404021
213353,nm0894677
213360,nm0201669
213361,nm0038449
213362,nm0038450
213363,nm0583681
213370,nm0038449
213371,nm0038450
213372,nm0201669
213373,nm0583681
213375,nm0146446
213376,nm0069029
213377,nm0494383
213378,nm0216685
213385,nm0176061
213386,nm0699522
213387,nm0549150
213388,nm0600829
213394,nm0056768
213395,nm0133521
213396,nm0340151
213397,nm0606714
213404,nm0176061
213405,nm0829155
213406,nm0693560
213407,nm0303593
213413,nm0070258
213414,nm0149965
213415,nm0192490
213416,nm0429715
213422,nm0622070
213423,nm0885286
213424,nm0312985
213425,nm0216610
213432,nm0530420
213433,nm0623472
213434,nm0623494
213435,nm0228031
213442,nm0439344
213443,nm0187337
213444,nm0734000
213445,nm0443985
213452,nm0498876
213453,nm0868139
213454,nm0184781
213455,nm0547462
213463,nm0000918
213464,nm0264554
213465,nm0582890
213466,nm0320988
213473,nm0073146
213474,nm0786957
213475,nm0875579
213476,nm0851741
213483,nm0162950
213484,nm0782565
213485,nm0479807
213486,nm0152647
213493,nm0624391
213494,nm0315484
213495,nm0481393
213496,nm0098814
213503,nm0056768
213504,nm0481412
213505,nm0501069
213506,nm0867622
213513,nm0000654
213514,nm0603402
213515,nm0828208
213516,nm0657788
213524,nm0439344
213525,nm0099677
213526,nm0312641
213527,nm0264211
213534,nm0176061
213535,nm0109725
213536,nm0182648
213537,nm0195006
213544,nm0099677
213545,nm0099677
213546,nm0178982
213547,nm0179446
213548,nm0183659
213549,nm0238330
213556,nm0623311
213557,nm0001012
213558,nm0001943
213559,nm0000733
213566,nm0001929
213567,nm0006939
213568,nm0699545
213569,nm0147561
213576,nm0002105
213577,nm0141133
213578,nm0372158
213579,nm0056763
213586,nm0833449
213587,nm0232522
213588,nm0715225
213589,nm0197569
213596,nm0069191
213597,nm0856012
213598,nm0017062
213599,nm0028329
213607,nm0272794
213608,nm0150115
213609,nm0190595
213610,nm0197592
213618,nm0176061
213619,nm0109725
213620,nm0010514
213621,nm0555718
213629,nm0359894
213630,nm0041635
213631,nm0140153
213632,nm0105475
213639,nm0562831
213640,nm0088396
213641,nm0149259
213642,nm0169007
213649,nm0644680
213650,nm0749363
213651,nm0006741
213652,nm0148142
213659,nm0679073
213660,nm0221094
213661,nm0036394
213662,nm0674742
213669,nm0549650
213670,nm0756756
213671,nm0396312
213672,nm0006741
213679,nm0168413
213680,nm0459778
213681,nm0725121
213682,nm0716577
213683,nm0716577
213684,nm0558663
213685,nm0000765
213686,nm0396136
213687,nm0932873
213694,nm0480942
213695,nm0244999
213696,nm0201588
213697,nm0239286
213704,nm0176061
213705,nm0333518
213706,nm0629389
213707,nm0066159
213714,nm0930603
213715,nm0739124
213716,nm0822191
213717,nm0541488
213724,nm0870389
213725,nm0617610
213726,nm0261161
213727,nm0201635
213734,nm0558663
213735,nm0761664
213736,nm0218464
213737,nm0400142
213744,nm0309876
213745,nm0006092
213746,nm0496699
213747,nm0702443
213754,nm0480942
213755,nm0644680
213756,nm0858054
213757,nm0037130
213761,nm0544786
213762,nm0152261
213763,nm0866186
213764,nm0682726
213771,nm0537864
213772,nm0536158
213773,nm0291814
213774,nm0756667
213781,nm0036734
213782,nm0290955
213783,nm0350209
213784,nm0443060
213791,nm0359894
213792,nm0897811
213793,nm0041509
213794,nm0239660
213801,nm0198192
213802,nm0098882
213803,nm0859328
213804,nm0064566
213811,nm0056768
213812,nm0000805
213813,nm0756760
213814,nm0059823
213821,nm0728938
213822,nm0551651
213823,nm0889615
213824,nm0091502
213828,nm0396136
213829,nm0740067
213830,nm0004462
213831,nm0291289
213838,nm0836051
213839,nm0143955
213840,nm0478657
213841,nm0547462
213850,nm0196523
213851,nm0906523
213852,nm0746164
213853,nm0603399
213860,nm0836683
213861,nm0346994
213862,nm0092184
213863,nm0480776
213871,nm0946179
213872,nm0133899
213873,nm0194759
213874,nm0716699
213881,nm0693799
213882,nm0001965
213883,nm0244151
213884,nm0789343
213891,nm0320209
213892,nm0539473
213893,nm0919474
213894,nm0142972
213901,nm0053860
213902,nm0127515
213903,nm0148229
213904,nm0246620
213911,nm0445463
213912,nm0071114
213913,nm0603446
213914,nm0647485
213921,nm0006807
213922,nm0201638
213923,nm0590452
213924,nm0582890
213930,nm0309348
213931,nm0001095
213932,nm0885203
213933,nm0892891
213940,nm0430151
213941,nm0863916
213942,nm0862882
213943,nm0266751
213950,nm0007069
213951,nm0088396
213952,nm0239680
213953,nm0301226
213961,nm0544786
213962,nm0201638
213963,nm0894636
213964,nm0890233
213973,nm0073400
213974,nm0275679
213975,nm0228463
213976,nm0893612
213983,nm0603402
213984,nm0219342
213985,nm0490330
213986,nm0400142
213993,nm0919924
213994,nm0099352
213995,nm0369201
213996,nm0560749
214003,nm0018874
214004,nm0290839
214005,nm0041751
214006,nm0674743
214013,nm0100283
214014,nm0155141
214015,nm0215209
214016,nm0223033
214022,nm0597816
214023,nm0369202
214024,nm0276457
214025,nm0431191
214032,nm0094796
214033,nm0609717
214034,nm0419599
214035,nm0297003
214042,nm0634159
214043,nm0041635
214044,nm0149698
214045,nm0240638
214052,nm0155141
214053,nm0478411
214054,nm0619605
214055,nm0001929
214062,nm0320760
214063,nm0547339
214064,nm0284974
214065,nm0491210
214072,nm0487254
214073,nm0000962
214074,nm0001461
214075,nm0133899
214082,nm0547339
214083,nm0244850
214084,nm0487254
214085,nm0431191
214092,nm1363899
214093,nm1363883
214094,nm1363716
214095,nm1363835
214102,nm0612212
214103,nm0081482
214104,nm1181507
214105,nm0314464
214112,nm0064452
214113,nm0098882
214114,nm0268962
214115,nm0286146
214122,nm0153493
214123,nm0091609
214124,nm0081463
214125,nm0080479
214132,nm0004381
214133,nm0377882
214134,nm0468003
214135,nm0488645
214142,nm0100556
214143,nm0221903
214144,nm0034390
214145,nm0956956
214152,nm0176122
214153,nm0795750
214154,nm1062303
214155,nm0059387
214163,nm0827438
214164,nm0738389
214165,nm0008798
214166,nm0321676
214173,nm0000322
214174,nm0094789
214175,nm0244707
214176,nm0320209
214183,nm0557148
214184,nm0756717
214185,nm0782564
214186,nm0880623
214193,nm0496033
214194,nm0305368
214195,nm0245018
214196,nm0560774
214203,nm0473228
214204,nm1113877
214205,nm0233432
214206,nm0076686
214213,nm0728938
214214,nm0473228
214215,nm0704719
214216,nm0183291
214222,nm0603402
214223,nm0099677
214224,nm0671786
214225,nm0719233
214232,nm0536167
214233,nm0100186
214234,nm0105482
214235,nm0899403
214242,nm0107035
214243,nm0029182
214244,nm0699549
214245,nm0746164
214252,nm0674606
214253,nm0899403
214254,nm0202469
214255,nm0042158
214262,nm0293739
214263,nm0444321
214264,nm0216815
214265,nm0308041
214272,nm0901580
214273,nm0749516
214274,nm0864519
214275,nm0223619
214282,nm0674742
214283,nm0685494
214284,nm0293739
214285,nm0829155
214292,nm0001376
214293,nm0761212
